"taskOrder"	"JobNo"	"EmpNo"	"TransDate"	"Hours"
"867"	"Bravo"	"Bravo RFS 010"	"601549"	"2018-11"	44
"868"	"Bravo"	"Bravo RFS 010"	"601550"	"2018-11"	51
"869"	"Bravo"	"Bravo RFS 010"	"601550"	"2018-12"	107
"870"	"Bravo"	"Bravo Task 1"	"20726"	"2018-01"	34.75
"871"	"Bravo"	"Bravo Task 1"	"20726"	"2018-02"	33.75
"872"	"Bravo"	"Bravo Task 1"	"20726"	"2018-03"	8
"873"	"Bravo"	"Bravo Task 1"	"20726"	"2018-05"	0.5
"874"	"Bravo"	"Bravo Task 1"	"21659"	"2018-05"	1.5
"875"	"Bravo"	"Bravo Task 1"	"21659"	"2018-06"	4
"876"	"Bravo"	"Bravo Task 1"	"26252"	"2018-03"	122
"877"	"Bravo"	"Bravo Task 1"	"26252"	"2018-04"	50.5
"878"	"Bravo"	"Bravo Task 1"	"26252"	"2018-05"	120.75
"879"	"Bravo"	"Bravo Task 1"	"26252"	"2018-06"	122
"880"	"Bravo"	"Bravo Task 1"	"26252"	"2018-07"	84.5
"881"	"Bravo"	"Bravo Task 1"	"26252"	"2018-08"	87.5
"882"	"Bravo"	"Bravo Task 1"	"26252"	"2018-09"	66.25
"883"	"Bravo"	"Bravo Task 1"	"26252"	"2018-10"	26.5
"884"	"Bravo"	"Bravo Task 1"	"26252"	"2018-11"	104.25
"885"	"Bravo"	"Bravo Task 1"	"26252"	"2018-12"	88.75
"886"	"Bravo"	"Bravo Task 1"	"500296"	"2018-03"	13.75
"887"	"Bravo"	"Bravo Task 1"	"500296"	"2018-05"	16.75
"888"	"Bravo"	"Bravo Task 1"	"500296"	"2018-06"	14.5
"889"	"Bravo"	"Bravo Task 1"	"500296"	"2018-07"	2
"890"	"Bravo"	"Bravo Task 1"	"500296"	"2018-08"	13.25
"891"	"Bravo"	"Bravo Task 1"	"500296"	"2018-09"	10.75
"892"	"Bravo"	"Bravo Task 1"	"500296"	"2018-10"	35.5
"893"	"Bravo"	"Bravo Task 1"	"500296"	"2018-11"	10.5
"894"	"Bravo"	"Bravo Task 1"	"500296"	"2018-12"	6.75
"895"	"Bravo"	"Bravo Task 1"	"501689"	"2018-01"	122.5
"896"	"Bravo"	"Bravo Task 1"	"501689"	"2018-02"	89.5
"897"	"Bravo"	"Bravo Task 1"	"501689"	"2018-03"	149.25
"898"	"Bravo"	"Bravo Task 1"	"501689"	"2018-04"	159
"899"	"Bravo"	"Bravo Task 1"	"501689"	"2018-05"	165
"900"	"Bravo"	"Bravo Task 1"	"501689"	"2018-06"	164
"901"	"Bravo"	"Bravo Task 1"	"501689"	"2018-07"	80.5
"902"	"Bravo"	"Bravo Task 1"	"501689"	"2018-08"	156
"903"	"Bravo"	"Bravo Task 1"	"501689"	"2018-09"	154.5
"904"	"Bravo"	"Bravo Task 1"	"501689"	"2018-10"	34.5
"905"	"Bravo"	"Bravo Task 1"	"501689"	"2018-11"	248
"906"	"Bravo"	"Bravo Task 1"	"501689"	"2018-12"	126
"907"	"Bravo"	"Bravo Task 1"	"501689"	"2019-01"	8
"908"	"Bravo"	"Bravo Task 1"	"505564"	"2018-01"	7.25
"909"	"Bravo"	"Bravo Task 1"	"505564"	"2018-02"	5
"910"	"Bravo"	"Bravo Task 1"	"505564"	"2018-06"	5.75
"911"	"Bravo"	"Bravo Task 1"	"505564"	"2018-07"	20
"912"	"Bravo"	"Bravo Task 1"	"505564"	"2018-08"	7.5
"913"	"Bravo"	"Bravo Task 1"	"505564"	"2018-09"	6
"914"	"Bravo"	"Bravo Task 1"	"505564"	"2018-11"	25.25
"915"	"Bravo"	"Bravo Task 1"	"505564"	"2018-12"	1.75
"916"	"Bravo"	"Bravo Task 1"	"505684"	"2018-02"	12
"917"	"Bravo"	"Bravo Task 1"	"505684"	"2018-03"	23
"918"	"Bravo"	"Bravo Task 1"	"505684"	"2018-04"	48.5
"919"	"Bravo"	"Bravo Task 1"	"505684"	"2018-05"	38.5
"920"	"Bravo"	"Bravo Task 1"	"505684"	"2018-06"	40
"921"	"Bravo"	"Bravo Task 1"	"505684"	"2018-07"	4
"922"	"Bravo"	"Bravo Task 1"	"505684"	"2018-08"	9.5
"923"	"Bravo"	"Bravo Task 1"	"505684"	"2018-09"	11.5
"924"	"Bravo"	"Bravo Task 1"	"505684"	"2018-10"	15.5
"925"	"Bravo"	"Bravo Task 1"	"505684"	"2018-11"	9.5
"926"	"Bravo"	"Bravo Task 1"	"505684"	"2018-12"	15.5
"927"	"Bravo"	"Bravo Task 1"	"505987"	"2018-01"	8
"928"	"Bravo"	"Bravo Task 1"	"505987"	"2018-02"	13.5
"929"	"Bravo"	"Bravo Task 1"	"505987"	"2018-03"	11
"930"	"Bravo"	"Bravo Task 1"	"505987"	"2018-04"	44
"931"	"Bravo"	"Bravo Task 1"	"505987"	"2018-05"	131
"932"	"Bravo"	"Bravo Task 1"	"505987"	"2018-06"	161
"933"	"Bravo"	"Bravo Task 1"	"505987"	"2018-07"	123
"934"	"Bravo"	"Bravo Task 1"	"505987"	"2018-08"	154.5
"935"	"Bravo"	"Bravo Task 1"	"505987"	"2018-09"	142
"936"	"Bravo"	"Bravo Task 1"	"505987"	"2018-10"	140.5
"937"	"Bravo"	"Bravo Task 1"	"505987"	"2018-11"	80
"938"	"Bravo"	"Bravo Task 1"	"505987"	"2018-12"	205
"939"	"Bravo"	"Bravo Task 1"	"505987"	"2019-01"	4
"940"	"Bravo"	"Bravo Task 1"	"510911"	"2018-03"	91
"941"	"Bravo"	"Bravo Task 1"	"510911"	"2018-04"	97
"942"	"Bravo"	"Bravo Task 1"	"510911"	"2018-05"	146.5
"943"	"Bravo"	"Bravo Task 1"	"510911"	"2018-06"	139.5
"944"	"Bravo"	"Bravo Task 1"	"510911"	"2018-07"	146
"945"	"Bravo"	"Bravo Task 1"	"510911"	"2018-08"	178
"946"	"Bravo"	"Bravo Task 1"	"510911"	"2018-09"	170.5
"947"	"Bravo"	"Bravo Task 1"	"510911"	"2018-10"	146.5
"948"	"Bravo"	"Bravo Task 1"	"510911"	"2018-11"	66
"949"	"Bravo"	"Bravo Task 1"	"510911"	"2018-12"	128
"950"	"Bravo"	"Bravo Task 1"	"510911"	"2019-01"	8
"951"	"Bravo"	"Bravo Task 1"	"511852"	"2018-05"	54
"952"	"Bravo"	"Bravo Task 1"	"511852"	"2018-06"	63
"953"	"Bravo"	"Bravo Task 1"	"511852"	"2018-07"	55
"954"	"Bravo"	"Bravo Task 1"	"511852"	"2018-08"	20
"955"	"Bravo"	"Bravo Task 1"	"514131"	"2018-01"	61.25
"956"	"Bravo"	"Bravo Task 1"	"514131"	"2018-02"	23.5
"957"	"Bravo"	"Bravo Task 1"	"514131"	"2018-03"	6
"958"	"Bravo"	"Bravo Task 1"	"514390"	"2018-09"	81.5
"959"	"Bravo"	"Bravo Task 1"	"514390"	"2018-10"	27
"960"	"Bravo"	"Bravo Task 1"	"514390"	"2018-12"	13
"961"	"Bravo"	"Bravo Task 1"	"519033"	"2018-03"	92.75
"962"	"Bravo"	"Bravo Task 1"	"519033"	"2018-04"	116.5
"963"	"Bravo"	"Bravo Task 1"	"519033"	"2018-05"	143
"964"	"Bravo"	"Bravo Task 1"	"519033"	"2018-06"	166.5
"965"	"Bravo"	"Bravo Task 1"	"519033"	"2018-07"	150.5
"966"	"Bravo"	"Bravo Task 1"	"519033"	"2018-08"	134.5
"967"	"Bravo"	"Bravo Task 1"	"519033"	"2018-09"	132.25
"968"	"Bravo"	"Bravo Task 1"	"519033"	"2018-10"	160.75
"969"	"Bravo"	"Bravo Task 1"	"519033"	"2018-11"	144.75
"970"	"Bravo"	"Bravo Task 1"	"519033"	"2018-12"	149
"971"	"Bravo"	"Bravo Task 1"	"519033"	"2019-01"	10
"972"	"Bravo"	"Bravo Task 1"	"520635"	"2018-06"	8
"973"	"Bravo"	"Bravo Task 1"	"520635"	"2018-07"	8
"974"	"Bravo"	"Bravo Task 1"	"520635"	"2018-08"	8
"975"	"Bravo"	"Bravo Task 1"	"520635"	"2018-09"	10
"976"	"Bravo"	"Bravo Task 1"	"520635"	"2018-10"	7
"977"	"Bravo"	"Bravo Task 1"	"520635"	"2018-11"	8
"978"	"Bravo"	"Bravo Task 1"	"520635"	"2018-12"	7.5
"979"	"Bravo"	"Bravo Task 1"	"520726"	"2018-04"	58
"980"	"Bravo"	"Bravo Task 1"	"523042"	"2018-06"	79.5
"981"	"Bravo"	"Bravo Task 1"	"523042"	"2018-07"	137.25
"982"	"Bravo"	"Bravo Task 1"	"523042"	"2018-08"	166
"983"	"Bravo"	"Bravo Task 1"	"523279"	"2018-02"	15
"984"	"Bravo"	"Bravo Task 1"	"523279"	"2018-05"	32
"985"	"Bravo"	"Bravo Task 1"	"523279"	"2018-06"	32
"986"	"Bravo"	"Bravo Task 1"	"523279"	"2018-07"	32
"987"	"Bravo"	"Bravo Task 1"	"523279"	"2018-08"	29
"988"	"Bravo"	"Bravo Task 1"	"523279"	"2018-09"	36
"989"	"Bravo"	"Bravo Task 1"	"523279"	"2018-10"	6
"990"	"Bravo"	"Bravo Task 1"	"523279"	"2018-11"	60
"991"	"Bravo"	"Bravo Task 1"	"523279"	"2018-12"	32
"992"	"Bravo"	"Bravo Task 1"	"523279"	"2019-01"	5
"993"	"Bravo"	"Bravo Task 1"	"524759"	"2018-06"	14
"994"	"Bravo"	"Bravo Task 1"	"524759"	"2018-07"	14
"995"	"Bravo"	"Bravo Task 1"	"524759"	"2018-08"	10
"996"	"Bravo"	"Bravo Task 1"	"524759"	"2018-09"	21
"997"	"Bravo"	"Bravo Task 1"	"524759"	"2018-10"	7
"998"	"Bravo"	"Bravo Task 1"	"524759"	"2018-11"	16
"999"	"Bravo"	"Bravo Task 1"	"524759"	"2018-12"	11.5
"1000"	"Bravo"	"Bravo Task 1"	"524783"	"2018-06"	1
"1001"	"Bravo"	"Bravo Task 1"	"524880"	"2018-07"	78
"1002"	"Bravo"	"Bravo Task 1"	"524880"	"2018-08"	79.5
"1003"	"Bravo"	"Bravo Task 1"	"524880"	"2018-09"	47
"1004"	"Bravo"	"Bravo Task 1"	"524880"	"2018-10"	59
"1005"	"Bravo"	"Bravo Task 1"	"525785"	"2018-02"	16
"1006"	"Bravo"	"Bravo Task 1"	"527081"	"2018-01"	40
"1007"	"Bravo"	"Bravo Task 1"	"527081"	"2018-02"	152
"1008"	"Bravo"	"Bravo Task 1"	"527081"	"2018-03"	152.25
"1009"	"Bravo"	"Bravo Task 1"	"527081"	"2018-04"	168
"1010"	"Bravo"	"Bravo Task 1"	"527081"	"2018-05"	169.5
"1011"	"Bravo"	"Bravo Task 1"	"527081"	"2018-06"	152
"1012"	"Bravo"	"Bravo Task 1"	"527081"	"2018-07"	163
"1013"	"Bravo"	"Bravo Task 1"	"527081"	"2018-08"	176.75
"1014"	"Bravo"	"Bravo Task 1"	"527081"	"2018-09"	135.5
"1015"	"Bravo"	"Bravo Task 1"	"527081"	"2018-10"	171.5
"1016"	"Bravo"	"Bravo Task 1"	"527081"	"2018-11"	157.25
"1017"	"Bravo"	"Bravo Task 1"	"527081"	"2018-12"	142.75
"1018"	"Bravo"	"Bravo Task 1"	"527081"	"2019-01"	8
"1019"	"Bravo"	"Bravo Task 1"	"527928"	"2018-01"	73
"1020"	"Bravo"	"Bravo Task 1"	"527928"	"2018-02"	64
"1021"	"Bravo"	"Bravo Task 1"	"527928"	"2018-03"	97.5
"1022"	"Bravo"	"Bravo Task 1"	"527928"	"2018-04"	78
"1023"	"Bravo"	"Bravo Task 1"	"527928"	"2018-05"	102.5
"1024"	"Bravo"	"Bravo Task 1"	"527928"	"2018-06"	84
"1025"	"Bravo"	"Bravo Task 1"	"527928"	"2018-07"	88
"1026"	"Bravo"	"Bravo Task 1"	"527928"	"2018-08"	88.5
"1027"	"Bravo"	"Bravo Task 1"	"527928"	"2018-09"	76
"1028"	"Bravo"	"Bravo Task 1"	"527928"	"2018-10"	126.25
"1029"	"Bravo"	"Bravo Task 1"	"527928"	"2018-11"	64.5
"1030"	"Bravo"	"Bravo Task 1"	"527928"	"2018-12"	55.75
"1031"	"Bravo"	"Bravo Task 1"	"527928"	"2019-01"	4
"1032"	"Bravo"	"Bravo Task 1"	"527970"	"2018-04"	15.5
"1033"	"Bravo"	"Bravo Task 1"	"527970"	"2018-05"	11.5
"1034"	"Bravo"	"Bravo Task 1"	"527970"	"2018-06"	8
"1035"	"Bravo"	"Bravo Task 1"	"527970"	"2018-07"	9
"1036"	"Bravo"	"Bravo Task 1"	"527970"	"2018-08"	9.25
"1037"	"Bravo"	"Bravo Task 1"	"527970"	"2018-09"	12
"1038"	"Bravo"	"Bravo Task 1"	"527970"	"2018-10"	9
"1039"	"Bravo"	"Bravo Task 1"	"527970"	"2018-11"	7.5
"1040"	"Bravo"	"Bravo Task 1"	"527970"	"2018-12"	8
"1041"	"Bravo"	"Bravo Task 1"	"528649"	"2018-01"	134
"1042"	"Bravo"	"Bravo Task 1"	"528649"	"2018-02"	150
"1043"	"Bravo"	"Bravo Task 1"	"528649"	"2018-03"	55
"1044"	"Bravo"	"Bravo Task 1"	"528649"	"2018-05"	55
"1045"	"Bravo"	"Bravo Task 1"	"528649"	"2018-07"	76.75
"1046"	"Bravo"	"Bravo Task 1"	"528649"	"2018-08"	174.25
"1047"	"Bravo"	"Bravo Task 1"	"528649"	"2018-09"	101
"1048"	"Bravo"	"Bravo Task 1"	"528649"	"2018-10"	87.25
"1049"	"Bravo"	"Bravo Task 1"	"528649"	"2018-11"	76
"1050"	"Bravo"	"Bravo Task 1"	"528649"	"2018-12"	49.5
"1051"	"Bravo"	"Bravo Task 1"	"528649"	"2019-01"	3.5
"1052"	"Bravo"	"Bravo Task 1"	"529319"	"2018-05"	116
"1053"	"Bravo"	"Bravo Task 1"	"529319"	"2018-06"	104
"1054"	"Bravo"	"Bravo Task 1"	"529319"	"2018-07"	103.5
"1055"	"Bravo"	"Bravo Task 1"	"529319"	"2018-08"	51.5
"1056"	"Bravo"	"Bravo Task 1"	"529319"	"2018-09"	132.5
"1057"	"Bravo"	"Bravo Task 1"	"529319"	"2018-10"	173
"1058"	"Bravo"	"Bravo Task 1"	"529319"	"2018-11"	159
"1059"	"Bravo"	"Bravo Task 1"	"529319"	"2018-12"	117.5
"1060"	"Bravo"	"Bravo Task 1"	"535831"	"2018-02"	15
"1061"	"Bravo"	"Bravo Task 1"	"535831"	"2018-03"	1
"1062"	"Bravo"	"Bravo Task 1"	"535831"	"2018-05"	16
"1063"	"Bravo"	"Bravo Task 1"	"535831"	"2018-06"	16
"1064"	"Bravo"	"Bravo Task 1"	"535831"	"2018-07"	16
"1065"	"Bravo"	"Bravo Task 1"	"535831"	"2018-08"	16
"1066"	"Bravo"	"Bravo Task 1"	"535831"	"2018-09"	7.5
"1067"	"Bravo"	"Bravo Task 1"	"535831"	"2018-10"	16.5
"1068"	"Bravo"	"Bravo Task 1"	"535831"	"2018-11"	24
"1069"	"Bravo"	"Bravo Task 1"	"535831"	"2018-12"	11.5
"1070"	"Bravo"	"Bravo Task 1"	"535996"	"2018-10"	24
"1071"	"Bravo"	"Bravo Task 1"	"535996"	"2018-11"	80
"1072"	"Bravo"	"Bravo Task 1"	"539227"	"2018-01"	11
"1073"	"Bravo"	"Bravo Task 1"	"539227"	"2018-02"	3
"1074"	"Bravo"	"Bravo Task 1"	"539420"	"2018-01"	17.5
"1075"	"Bravo"	"Bravo Task 1"	"539420"	"2018-02"	15
"1076"	"Bravo"	"Bravo Task 1"	"539420"	"2018-03"	18
"1077"	"Bravo"	"Bravo Task 1"	"539420"	"2018-04"	16
"1078"	"Bravo"	"Bravo Task 1"	"539420"	"2018-05"	18
"1079"	"Bravo"	"Bravo Task 1"	"540202"	"2018-07"	19.5
"1080"	"Bravo"	"Bravo Task 1"	"545111"	"2018-10"	17
"1081"	"Bravo"	"Bravo Task 1"	"545111"	"2018-11"	67.5
"1082"	"Bravo"	"Bravo Task 1"	"545111"	"2018-12"	73.5
"1083"	"Bravo"	"Bravo Task 1"	"545111"	"2019-01"	4
"1084"	"Bravo"	"Bravo Task 1"	"545412"	"2018-04"	5
"1085"	"Bravo"	"Bravo Task 1"	"545412"	"2018-07"	31.5
"1086"	"Bravo"	"Bravo Task 1"	"545412"	"2018-08"	4.5
"1087"	"Bravo"	"Bravo Task 1"	"545412"	"2018-09"	8.75
"1088"	"Bravo"	"Bravo Task 1"	"546073"	"2018-06"	8
"1089"	"Bravo"	"Bravo Task 1"	"546073"	"2018-09"	12.5
"1090"	"Bravo"	"Bravo Task 1"	"546073"	"2018-10"	24
"1091"	"Bravo"	"Bravo Task 1"	"546073"	"2018-11"	24
"1092"	"Bravo"	"Bravo Task 1"	"546073"	"2018-12"	18
"1093"	"Bravo"	"Bravo Task 1"	"546073"	"2019-01"	4
"1094"	"Bravo"	"Bravo Task 1"	"546681"	"2018-01"	6
"1095"	"Bravo"	"Bravo Task 1"	"546681"	"2018-02"	40
"1096"	"Bravo"	"Bravo Task 1"	"546681"	"2018-04"	53
"1097"	"Bravo"	"Bravo Task 1"	"546681"	"2018-05"	78
"1098"	"Bravo"	"Bravo Task 1"	"546681"	"2018-06"	62
"1099"	"Bravo"	"Bravo Task 1"	"546681"	"2018-07"	18
"1100"	"Bravo"	"Bravo Task 1"	"546681"	"2018-08"	3
"1101"	"Bravo"	"Bravo Task 1"	"546681"	"2018-09"	16
"1102"	"Bravo"	"Bravo Task 1"	"546681"	"2018-10"	10
"1103"	"Bravo"	"Bravo Task 1"	"552721"	"2018-09"	32.5
"1104"	"Bravo"	"Bravo Task 1"	"552721"	"2018-10"	53.5
"1105"	"Bravo"	"Bravo Task 1"	"552721"	"2018-11"	36.75
"1106"	"Bravo"	"Bravo Task 1"	"552721"	"2018-12"	41.25
"1107"	"Bravo"	"Bravo Task 1"	"552721"	"2019-01"	0.75
"1108"	"Bravo"	"Bravo Task 1"	"554288"	"2018-06"	30
"1109"	"Bravo"	"Bravo Task 1"	"554288"	"2018-11"	12
"1110"	"Bravo"	"Bravo Task 1"	"554288"	"2018-12"	24
"1111"	"Bravo"	"Bravo Task 1"	"558860"	"2018-07"	16
"1112"	"Bravo"	"Bravo Task 1"	"559026"	"2018-02"	72.25
"1113"	"Bravo"	"Bravo Task 1"	"559026"	"2018-03"	110
"1114"	"Bravo"	"Bravo Task 1"	"559026"	"2018-04"	154
"1115"	"Bravo"	"Bravo Task 1"	"559026"	"2018-05"	72
"1116"	"Bravo"	"Bravo Task 1"	"559026"	"2018-06"	44.5
"1117"	"Bravo"	"Bravo Task 1"	"559026"	"2018-07"	20
"1118"	"Bravo"	"Bravo Task 1"	"559026"	"2018-08"	31.75
"1119"	"Bravo"	"Bravo Task 1"	"559026"	"2018-09"	32
"1120"	"Bravo"	"Bravo Task 1"	"559026"	"2018-10"	32
"1121"	"Bravo"	"Bravo Task 1"	"559026"	"2018-11"	8
"1122"	"Bravo"	"Bravo Task 1"	"559026"	"2018-12"	14.25
"1123"	"Bravo"	"Bravo Task 1"	"559026"	"2019-01"	2
"1124"	"Bravo"	"Bravo Task 1"	"560435"	"2018-01"	56
"1125"	"Bravo"	"Bravo Task 1"	"560435"	"2018-02"	38
"1126"	"Bravo"	"Bravo Task 1"	"561418"	"2018-02"	16
"1127"	"Bravo"	"Bravo Task 1"	"561418"	"2018-07"	8
"1128"	"Bravo"	"Bravo Task 1"	"561659"	"2018-12"	1
"1129"	"Bravo"	"Bravo Task 1"	"565223"	"2018-07"	0.5
"1130"	"Bravo"	"Bravo Task 1"	"565682"	"2018-02"	8
"1131"	"Bravo"	"Bravo Task 1"	"565682"	"2018-03"	5
"1132"	"Bravo"	"Bravo Task 1"	"565937"	"2018-04"	33.5
"1133"	"Bravo"	"Bravo Task 1"	"565937"	"2018-05"	35.75
"1134"	"Bravo"	"Bravo Task 1"	"565937"	"2018-06"	35
"1135"	"Bravo"	"Bravo Task 1"	"565937"	"2018-07"	33.5
"1136"	"Bravo"	"Bravo Task 1"	"565937"	"2018-08"	31.5
"1137"	"Bravo"	"Bravo Task 1"	"565937"	"2018-09"	28
"1138"	"Bravo"	"Bravo Task 1"	"565937"	"2018-10"	28.5
"1139"	"Bravo"	"Bravo Task 1"	"565937"	"2018-11"	21.5
"1140"	"Bravo"	"Bravo Task 1"	"565937"	"2018-12"	30
"1141"	"Bravo"	"Bravo Task 1"	"565937"	"2019-01"	1.5
"1142"	"Bravo"	"Bravo Task 1"	"566041"	"2018-01"	28.5
"1143"	"Bravo"	"Bravo Task 1"	"568626"	"2018-06"	2
"1144"	"Bravo"	"Bravo Task 1"	"568626"	"2018-07"	1
"1145"	"Bravo"	"Bravo Task 1"	"569738"	"2018-10"	46.5
"1146"	"Bravo"	"Bravo Task 1"	"569738"	"2018-11"	67.75
"1147"	"Bravo"	"Bravo Task 1"	"569738"	"2018-12"	57.25
"1148"	"Bravo"	"Bravo Task 1"	"570312"	"2018-09"	74
"1149"	"Bravo"	"Bravo Task 1"	"570312"	"2018-10"	158
"1150"	"Bravo"	"Bravo Task 1"	"570312"	"2018-11"	124
"1151"	"Bravo"	"Bravo Task 1"	"570312"	"2018-12"	136
"1152"	"Bravo"	"Bravo Task 1"	"570312"	"2019-01"	8
"1153"	"Bravo"	"Bravo Task 1"	"571336"	"2018-07"	0.5
"1154"	"Bravo"	"Bravo Task 1"	"571336"	"2018-11"	9.5
"1155"	"Bravo"	"Bravo Task 1"	"571336"	"2018-12"	5.5
"1156"	"Bravo"	"Bravo Task 1"	"571596"	"2018-07"	1
"1157"	"Bravo"	"Bravo Task 1"	"572678"	"2018-01"	13.5
"1158"	"Bravo"	"Bravo Task 1"	"572678"	"2018-11"	21.5
"1159"	"Bravo"	"Bravo Task 1"	"572678"	"2018-12"	14
"1160"	"Bravo"	"Bravo Task 1"	"575139"	"2018-10"	40
"1161"	"Bravo"	"Bravo Task 1"	"575139"	"2018-11"	78
"1162"	"Bravo"	"Bravo Task 1"	"575139"	"2018-12"	40
"1163"	"Bravo"	"Bravo Task 1"	"576513"	"2018-03"	16
"1164"	"Bravo"	"Bravo Task 1"	"576513"	"2018-04"	16
"1165"	"Bravo"	"Bravo Task 1"	"576513"	"2018-05"	35
"1166"	"Bravo"	"Bravo Task 1"	"576513"	"2018-06"	33.5
"1167"	"Bravo"	"Bravo Task 1"	"576513"	"2018-07"	38
"1168"	"Bravo"	"Bravo Task 1"	"576513"	"2018-08"	36
"1169"	"Bravo"	"Bravo Task 1"	"576513"	"2018-09"	11
"1170"	"Bravo"	"Bravo Task 1"	"577147"	"2018-02"	3.5
"1171"	"Bravo"	"Bravo Task 1"	"577147"	"2018-03"	136
"1172"	"Bravo"	"Bravo Task 1"	"577147"	"2018-04"	142.25
"1173"	"Bravo"	"Bravo Task 1"	"577147"	"2018-05"	151.75
"1174"	"Bravo"	"Bravo Task 1"	"577147"	"2018-06"	175.75
"1175"	"Bravo"	"Bravo Task 1"	"577147"	"2018-07"	146.75
"1176"	"Bravo"	"Bravo Task 1"	"577147"	"2018-08"	140
"1177"	"Bravo"	"Bravo Task 1"	"577147"	"2018-09"	142
"1178"	"Bravo"	"Bravo Task 1"	"577147"	"2018-10"	157.75
"1179"	"Bravo"	"Bravo Task 1"	"577147"	"2018-11"	131.5
"1180"	"Bravo"	"Bravo Task 1"	"577147"	"2018-12"	136
"1181"	"Bravo"	"Bravo Task 1"	"577147"	"2019-01"	1.25
"1182"	"Bravo"	"Bravo Task 1"	"579382"	"2018-01"	38.5
"1183"	"Bravo"	"Bravo Task 1"	"579382"	"2018-02"	27.5
"1184"	"Bravo"	"Bravo Task 1"	"579382"	"2018-03"	39.25
"1185"	"Bravo"	"Bravo Task 1"	"579382"	"2018-04"	58
"1186"	"Bravo"	"Bravo Task 1"	"579382"	"2018-05"	110.5
"1187"	"Bravo"	"Bravo Task 1"	"579382"	"2018-06"	185.5
"1188"	"Bravo"	"Bravo Task 1"	"579382"	"2018-07"	166
"1189"	"Bravo"	"Bravo Task 1"	"579382"	"2018-08"	181.5
"1190"	"Bravo"	"Bravo Task 1"	"579382"	"2018-09"	124.5
"1191"	"Bravo"	"Bravo Task 1"	"579382"	"2018-10"	178.5
"1192"	"Bravo"	"Bravo Task 1"	"579382"	"2018-11"	152.5
"1193"	"Bravo"	"Bravo Task 1"	"579382"	"2018-12"	125
"1194"	"Bravo"	"Bravo Task 1"	"579382"	"2019-01"	9
"1195"	"Bravo"	"Bravo Task 1"	"579920"	"2018-06"	7
"1196"	"Bravo"	"Bravo Task 1"	"580230"	"2018-07"	44.25
"1197"	"Bravo"	"Bravo Task 1"	"580230"	"2018-08"	4.75
"1198"	"Bravo"	"Bravo Task 1"	"580230"	"2018-09"	2
"1199"	"Bravo"	"Bravo Task 1"	"580230"	"2018-10"	1
"1200"	"Bravo"	"Bravo Task 1"	"580230"	"2018-11"	3
"1201"	"Bravo"	"Bravo Task 1"	"580230"	"2018-12"	3
"1202"	"Bravo"	"Bravo Task 1"	"580919"	"2018-11"	6.5
"1203"	"Bravo"	"Bravo Task 1"	"580921"	"2018-02"	8
"1204"	"Bravo"	"Bravo Task 1"	"580921"	"2018-03"	8
"1205"	"Bravo"	"Bravo Task 1"	"581145"	"2018-11"	12
"1206"	"Bravo"	"Bravo Task 1"	"581145"	"2018-12"	3
"1207"	"Bravo"	"Bravo Task 1"	"581165"	"2018-01"	6
"1208"	"Bravo"	"Bravo Task 1"	"581165"	"2018-02"	8
"1209"	"Bravo"	"Bravo Task 1"	"581165"	"2018-03"	21
"1210"	"Bravo"	"Bravo Task 1"	"581165"	"2018-04"	74.5
"1211"	"Bravo"	"Bravo Task 1"	"581165"	"2018-05"	109
"1212"	"Bravo"	"Bravo Task 1"	"581165"	"2018-06"	97
"1213"	"Bravo"	"Bravo Task 1"	"581165"	"2018-07"	89
"1214"	"Bravo"	"Bravo Task 1"	"581165"	"2018-08"	101
"1215"	"Bravo"	"Bravo Task 1"	"581165"	"2018-09"	81
"1216"	"Bravo"	"Bravo Task 1"	"581165"	"2018-10"	102.5
"1217"	"Bravo"	"Bravo Task 1"	"581165"	"2018-11"	78.5
"1218"	"Bravo"	"Bravo Task 1"	"581165"	"2018-12"	81
"1219"	"Bravo"	"Bravo Task 1"	"581165"	"2019-01"	4
"1220"	"Bravo"	"Bravo Task 1"	"581524"	"2018-03"	14.5
"1221"	"Bravo"	"Bravo Task 1"	"581524"	"2018-04"	32
"1222"	"Bravo"	"Bravo Task 1"	"581524"	"2018-09"	9.5
"1223"	"Bravo"	"Bravo Task 1"	"581658"	"2018-08"	7.75
"1224"	"Bravo"	"Bravo Task 1"	"581658"	"2018-09"	29
"1225"	"Bravo"	"Bravo Task 1"	"581684"	"2018-01"	51.5
"1226"	"Bravo"	"Bravo Task 1"	"582337"	"2018-01"	9
"1227"	"Bravo"	"Bravo Task 1"	"582337"	"2018-02"	51.5
"1228"	"Bravo"	"Bravo Task 1"	"582337"	"2018-03"	118.5
"1229"	"Bravo"	"Bravo Task 1"	"582337"	"2018-04"	120.5
"1230"	"Bravo"	"Bravo Task 1"	"582337"	"2018-05"	164.5
"1231"	"Bravo"	"Bravo Task 1"	"582337"	"2018-06"	170.5
"1232"	"Bravo"	"Bravo Task 1"	"582337"	"2018-07"	123.5
"1233"	"Bravo"	"Bravo Task 1"	"582337"	"2018-08"	182
"1234"	"Bravo"	"Bravo Task 1"	"582337"	"2018-09"	148
"1235"	"Bravo"	"Bravo Task 1"	"582337"	"2018-10"	133.5
"1236"	"Bravo"	"Bravo Task 1"	"582337"	"2018-11"	151.5
"1237"	"Bravo"	"Bravo Task 1"	"582337"	"2018-12"	118
"1238"	"Bravo"	"Bravo Task 1"	"582337"	"2019-01"	8
