"taskOrder"	"JobNo"	"EmpNo"	"TransDate"	"Hours"
"1764"	"Bravo"	"Bravo Task 2"	"566041"	"2018-03"	64
"1765"	"Bravo"	"Bravo Task 2"	"566041"	"2018-04"	35.25
"1766"	"Bravo"	"Bravo Task 2"	"566041"	"2018-05"	59.25
"1767"	"Bravo"	"Bravo Task 2"	"566041"	"2018-06"	46.25
"1768"	"Bravo"	"Bravo Task 2"	"566041"	"2018-07"	64.75
"1769"	"Bravo"	"Bravo Task 2"	"566041"	"2018-08"	122
"1770"	"Bravo"	"Bravo Task 2"	"566041"	"2018-09"	36.75
"1771"	"Bravo"	"Bravo Task 2"	"566041"	"2018-10"	87.75
"1772"	"Bravo"	"Bravo Task 2"	"566041"	"2018-11"	77.5
"1773"	"Bravo"	"Bravo Task 2"	"566041"	"2018-12"	57.25
"1774"	"Bravo"	"Bravo Task 2"	"567112"	"2018-01"	53.5
"1775"	"Bravo"	"Bravo Task 2"	"567112"	"2018-02"	50.75
"1776"	"Bravo"	"Bravo Task 2"	"567112"	"2018-03"	125
"1777"	"Bravo"	"Bravo Task 2"	"567112"	"2018-04"	90.25
"1778"	"Bravo"	"Bravo Task 2"	"567112"	"2018-05"	167.25
"1779"	"Bravo"	"Bravo Task 2"	"567112"	"2018-06"	15
"1780"	"Bravo"	"Bravo Task 2"	"568626"	"2018-07"	1.5
"1781"	"Bravo"	"Bravo Task 2"	"568626"	"2018-08"	3
"1782"	"Bravo"	"Bravo Task 2"	"569486"	"2018-03"	96
"1783"	"Bravo"	"Bravo Task 2"	"569486"	"2018-04"	56
"1784"	"Bravo"	"Bravo Task 2"	"569486"	"2018-05"	86
"1785"	"Bravo"	"Bravo Task 2"	"569486"	"2018-06"	86
"1786"	"Bravo"	"Bravo Task 2"	"569486"	"2018-07"	82
"1787"	"Bravo"	"Bravo Task 2"	"569486"	"2018-08"	102.25
"1788"	"Bravo"	"Bravo Task 2"	"569486"	"2018-09"	78.75
"1789"	"Bravo"	"Bravo Task 2"	"569486"	"2018-10"	119
"1790"	"Bravo"	"Bravo Task 2"	"569486"	"2018-11"	113.25
"1791"	"Bravo"	"Bravo Task 2"	"569486"	"2018-12"	98.25
"1792"	"Bravo"	"Bravo Task 2"	"569486"	"2019-01"	8
"1793"	"Bravo"	"Bravo Task 2"	"571336"	"2018-03"	88
"1794"	"Bravo"	"Bravo Task 2"	"571336"	"2018-04"	84
"1795"	"Bravo"	"Bravo Task 2"	"571336"	"2018-05"	65.5
"1796"	"Bravo"	"Bravo Task 2"	"571336"	"2018-06"	83.75
"1797"	"Bravo"	"Bravo Task 2"	"571336"	"2018-07"	85.5
"1798"	"Bravo"	"Bravo Task 2"	"571336"	"2018-08"	92
"1799"	"Bravo"	"Bravo Task 2"	"571336"	"2018-09"	71.5
"1800"	"Bravo"	"Bravo Task 2"	"571336"	"2018-10"	109.5
"1801"	"Bravo"	"Bravo Task 2"	"571336"	"2018-11"	61.5
"1802"	"Bravo"	"Bravo Task 2"	"571336"	"2018-12"	60.5
"1803"	"Bravo"	"Bravo Task 2"	"571336"	"2019-01"	3
"1804"	"Bravo"	"Bravo Task 2"	"571615"	"2018-09"	113
"1805"	"Bravo"	"Bravo Task 2"	"571615"	"2018-10"	45
"1806"	"Bravo"	"Bravo Task 2"	"572059"	"2018-02"	8
"1807"	"Bravo"	"Bravo Task 2"	"572059"	"2018-03"	156
"1808"	"Bravo"	"Bravo Task 2"	"572059"	"2018-04"	142
"1809"	"Bravo"	"Bravo Task 2"	"572059"	"2018-05"	106
"1810"	"Bravo"	"Bravo Task 2"	"572059"	"2018-06"	90
"1811"	"Bravo"	"Bravo Task 2"	"572059"	"2018-07"	90
"1812"	"Bravo"	"Bravo Task 2"	"572059"	"2018-08"	112
"1813"	"Bravo"	"Bravo Task 2"	"572059"	"2018-09"	124
"1814"	"Bravo"	"Bravo Task 2"	"572059"	"2018-10"	122
"1815"	"Bravo"	"Bravo Task 2"	"572678"	"2018-01"	4
"1816"	"Bravo"	"Bravo Task 2"	"573435"	"2018-10"	72
"1817"	"Bravo"	"Bravo Task 2"	"573435"	"2018-11"	124.25
"1818"	"Bravo"	"Bravo Task 2"	"573435"	"2018-12"	142
"1819"	"Bravo"	"Bravo Task 2"	"573435"	"2019-01"	8
"1820"	"Bravo"	"Bravo Task 2"	"574421"	"2018-07"	136
"1821"	"Bravo"	"Bravo Task 2"	"574421"	"2018-08"	320
"1822"	"Bravo"	"Bravo Task 2"	"574421"	"2018-09"	146
"1823"	"Bravo"	"Bravo Task 2"	"574421"	"2018-10"	153
"1824"	"Bravo"	"Bravo Task 2"	"574421"	"2018-11"	93
"1825"	"Bravo"	"Bravo Task 2"	"574421"	"2018-12"	102
"1826"	"Bravo"	"Bravo Task 2"	"574421"	"2019-01"	8
"1827"	"Bravo"	"Bravo Task 2"	"574738"	"2018-02"	96
"1828"	"Bravo"	"Bravo Task 2"	"574738"	"2018-03"	144
"1829"	"Bravo"	"Bravo Task 2"	"574738"	"2018-04"	153
"1830"	"Bravo"	"Bravo Task 2"	"574738"	"2018-05"	250
"1831"	"Bravo"	"Bravo Task 2"	"574738"	"2018-06"	139
"1832"	"Bravo"	"Bravo Task 2"	"574738"	"2018-07"	79
"1833"	"Bravo"	"Bravo Task 2"	"576513"	"2018-02"	113
"1834"	"Bravo"	"Bravo Task 2"	"576513"	"2018-03"	44.5
"1835"	"Bravo"	"Bravo Task 2"	"576513"	"2018-04"	81.5
"1836"	"Bravo"	"Bravo Task 2"	"576513"	"2018-05"	106.5
"1837"	"Bravo"	"Bravo Task 2"	"576513"	"2018-06"	96.5
"1838"	"Bravo"	"Bravo Task 2"	"576513"	"2018-07"	63.5
"1839"	"Bravo"	"Bravo Task 2"	"576513"	"2018-08"	92
"1840"	"Bravo"	"Bravo Task 2"	"576513"	"2018-09"	50.5
"1841"	"Bravo"	"Bravo Task 2"	"577606"	"2018-09"	120
"1842"	"Bravo"	"Bravo Task 2"	"577606"	"2018-10"	161
"1843"	"Bravo"	"Bravo Task 2"	"577606"	"2018-11"	80
"1844"	"Bravo"	"Bravo Task 2"	"577606"	"2018-12"	150
"1845"	"Bravo"	"Bravo Task 2"	"577606"	"2019-01"	5
"1846"	"Bravo"	"Bravo Task 2"	"577754"	"2018-01"	3
"1847"	"Bravo"	"Bravo Task 2"	"577754"	"2018-02"	3
"1848"	"Bravo"	"Bravo Task 2"	"577754"	"2018-06"	20
"1849"	"Bravo"	"Bravo Task 2"	"577754"	"2018-07"	60
"1850"	"Bravo"	"Bravo Task 2"	"578765"	"2018-02"	1
"1851"	"Bravo"	"Bravo Task 2"	"578765"	"2018-03"	93
"1852"	"Bravo"	"Bravo Task 2"	"578765"	"2018-04"	120
"1853"	"Bravo"	"Bravo Task 2"	"578765"	"2018-05"	70
"1854"	"Bravo"	"Bravo Task 2"	"578765"	"2018-06"	116.5
"1855"	"Bravo"	"Bravo Task 2"	"578765"	"2018-07"	103
"1856"	"Bravo"	"Bravo Task 2"	"578765"	"2018-08"	118
"1857"	"Bravo"	"Bravo Task 2"	"578765"	"2018-09"	145
"1858"	"Bravo"	"Bravo Task 2"	"578765"	"2018-10"	78
"1859"	"Bravo"	"Bravo Task 2"	"578765"	"2018-11"	150
"1860"	"Bravo"	"Bravo Task 2"	"578765"	"2018-12"	134
"1861"	"Bravo"	"Bravo Task 2"	"578765"	"2019-01"	6
"1862"	"Bravo"	"Bravo Task 2"	"578947"	"2018-01"	17
"1863"	"Bravo"	"Bravo Task 2"	"578947"	"2018-02"	38
"1864"	"Bravo"	"Bravo Task 2"	"578947"	"2018-03"	88
"1865"	"Bravo"	"Bravo Task 2"	"578947"	"2018-04"	84
"1866"	"Bravo"	"Bravo Task 2"	"578947"	"2018-05"	88
"1867"	"Bravo"	"Bravo Task 2"	"578947"	"2018-06"	64.75
"1868"	"Bravo"	"Bravo Task 2"	"578947"	"2018-07"	88
"1869"	"Bravo"	"Bravo Task 2"	"578947"	"2018-08"	92
"1870"	"Bravo"	"Bravo Task 2"	"578947"	"2018-09"	58.75
"1871"	"Bravo"	"Bravo Task 2"	"578947"	"2018-10"	88
"1872"	"Bravo"	"Bravo Task 2"	"578947"	"2018-11"	80
"1873"	"Bravo"	"Bravo Task 2"	"578947"	"2018-12"	80
"1874"	"Bravo"	"Bravo Task 2"	"578947"	"2019-01"	4
"1875"	"Bravo"	"Bravo Task 2"	"579382"	"2018-01"	61
"1876"	"Bravo"	"Bravo Task 2"	"579382"	"2018-02"	43.5
"1877"	"Bravo"	"Bravo Task 2"	"579382"	"2018-03"	1
"1878"	"Bravo"	"Bravo Task 2"	"579382"	"2018-04"	32.5
"1879"	"Bravo"	"Bravo Task 2"	"579382"	"2018-05"	22
"1880"	"Bravo"	"Bravo Task 2"	"579920"	"2018-01"	45.5
"1881"	"Bravo"	"Bravo Task 2"	"579920"	"2018-02"	31
"1882"	"Bravo"	"Bravo Task 2"	"579920"	"2018-03"	59.75
"1883"	"Bravo"	"Bravo Task 2"	"579920"	"2018-04"	83
"1884"	"Bravo"	"Bravo Task 2"	"579920"	"2018-05"	70
"1885"	"Bravo"	"Bravo Task 2"	"579920"	"2018-06"	55
"1886"	"Bravo"	"Bravo Task 2"	"579920"	"2018-07"	74
"1887"	"Bravo"	"Bravo Task 2"	"579920"	"2018-08"	72
"1888"	"Bravo"	"Bravo Task 2"	"579920"	"2018-09"	14
"1889"	"Bravo"	"Bravo Task 2"	"580015"	"2018-01"	10
"1890"	"Bravo"	"Bravo Task 2"	"580015"	"2018-02"	40
"1891"	"Bravo"	"Bravo Task 2"	"580015"	"2018-03"	10
"1892"	"Bravo"	"Bravo Task 2"	"580015"	"2018-04"	36
"1893"	"Bravo"	"Bravo Task 2"	"580015"	"2018-05"	51
"1894"	"Bravo"	"Bravo Task 2"	"580015"	"2018-06"	34.5
"1895"	"Bravo"	"Bravo Task 2"	"580015"	"2018-07"	42
"1896"	"Bravo"	"Bravo Task 2"	"580015"	"2018-08"	66
"1897"	"Bravo"	"Bravo Task 2"	"580015"	"2018-09"	76
"1898"	"Bravo"	"Bravo Task 2"	"580919"	"2018-05"	60
"1899"	"Bravo"	"Bravo Task 2"	"580919"	"2018-07"	42
"1900"	"Bravo"	"Bravo Task 2"	"580921"	"2018-03"	55
"1901"	"Bravo"	"Bravo Task 2"	"580921"	"2018-04"	60
"1902"	"Bravo"	"Bravo Task 2"	"580921"	"2018-05"	70
"1903"	"Bravo"	"Bravo Task 2"	"580921"	"2018-06"	62
"1904"	"Bravo"	"Bravo Task 2"	"580921"	"2018-07"	90
"1905"	"Bravo"	"Bravo Task 2"	"580921"	"2018-08"	52
"1906"	"Bravo"	"Bravo Task 2"	"580921"	"2018-09"	76
"1907"	"Bravo"	"Bravo Task 2"	"581145"	"2018-05"	39
"1908"	"Bravo"	"Bravo Task 2"	"581145"	"2018-06"	8.75
"1909"	"Bravo"	"Bravo Task 2"	"581145"	"2018-07"	17.75
"1910"	"Bravo"	"Bravo Task 2"	"581145"	"2018-08"	41.5
"1911"	"Bravo"	"Bravo Task 2"	"581145"	"2018-09"	98.5
"1912"	"Bravo"	"Bravo Task 2"	"581145"	"2018-10"	113.25
"1913"	"Bravo"	"Bravo Task 2"	"581145"	"2018-11"	45.5
"1914"	"Bravo"	"Bravo Task 2"	"581165"	"2018-01"	8
"1915"	"Bravo"	"Bravo Task 2"	"581165"	"2018-02"	27
"1916"	"Bravo"	"Bravo Task 2"	"581165"	"2018-03"	18
"1917"	"Bravo"	"Bravo Task 2"	"581165"	"2018-04"	43
"1918"	"Bravo"	"Bravo Task 2"	"581165"	"2018-05"	33
"1919"	"Bravo"	"Bravo Task 2"	"581165"	"2018-06"	70
"1920"	"Bravo"	"Bravo Task 2"	"581165"	"2018-07"	72
"1921"	"Bravo"	"Bravo Task 2"	"581165"	"2018-08"	83
"1922"	"Bravo"	"Bravo Task 2"	"581165"	"2018-09"	72
"1923"	"Bravo"	"Bravo Task 2"	"581165"	"2018-10"	77.5
"1924"	"Bravo"	"Bravo Task 2"	"581165"	"2018-11"	65.5
"1925"	"Bravo"	"Bravo Task 2"	"581165"	"2018-12"	40
"1926"	"Bravo"	"Bravo Task 2"	"581524"	"2018-04"	10
"1927"	"Bravo"	"Bravo Task 2"	"581524"	"2018-05"	16.5
"1928"	"Bravo"	"Bravo Task 2"	"581524"	"2018-06"	16
"1929"	"Bravo"	"Bravo Task 2"	"581524"	"2018-07"	1.75
"1930"	"Bravo"	"Bravo Task 2"	"581524"	"2018-08"	5.5
"1931"	"Bravo"	"Bravo Task 2"	"581524"	"2018-09"	48.5
"1932"	"Bravo"	"Bravo Task 2"	"581524"	"2018-10"	49.75
"1933"	"Bravo"	"Bravo Task 2"	"581524"	"2018-11"	43.5
"1934"	"Bravo"	"Bravo Task 2"	"581524"	"2018-12"	55.5
"1935"	"Bravo"	"Bravo Task 2"	"581684"	"2018-02"	68
"1936"	"Bravo"	"Bravo Task 2"	"582013"	"2018-12"	44
"1937"	"Bravo"	"Bravo Task 2"	"582041"	"2018-07"	16
"1938"	"Bravo"	"Bravo Task 2"	"582041"	"2018-09"	80
"1939"	"Bravo"	"Bravo Task 2"	"582041"	"2018-10"	78
"1940"	"Bravo"	"Bravo Task 2"	"582041"	"2018-11"	4
"1941"	"Bravo"	"Bravo Task 2"	"582339"	"2018-03"	41.25
"1942"	"Bravo"	"Bravo Task 2"	"582339"	"2018-04"	24.25
"1943"	"Bravo"	"Bravo Task 2"	"582339"	"2018-05"	86.5
"1944"	"Bravo"	"Bravo Task 2"	"582339"	"2018-06"	101.5
"1945"	"Bravo"	"Bravo Task 2"	"582339"	"2018-07"	81.75
"1946"	"Bravo"	"Bravo Task 2"	"582339"	"2018-08"	111.25
"1947"	"Bravo"	"Bravo Task 2"	"582339"	"2018-09"	81.25
"1948"	"Bravo"	"Bravo Task 2"	"582339"	"2018-10"	75.25
"1949"	"Bravo"	"Bravo Task 2"	"582339"	"2018-11"	80
"1950"	"Bravo"	"Bravo Task 2"	"582339"	"2018-12"	63.5
"1951"	"Bravo"	"Bravo Task 2"	"582770"	"2018-04"	4
"1952"	"Bravo"	"Bravo Task 2"	"582770"	"2018-05"	19.5
"1953"	"Bravo"	"Bravo Task 2"	"582770"	"2018-06"	41.5
"1954"	"Bravo"	"Bravo Task 2"	"582770"	"2018-07"	34
"1955"	"Bravo"	"Bravo Task 2"	"582770"	"2018-08"	34.5
"1956"	"Bravo"	"Bravo Task 2"	"582770"	"2018-09"	42
"1957"	"Bravo"	"Bravo Task 2"	"582770"	"2018-10"	46
"1958"	"Bravo"	"Bravo Task 2"	"582770"	"2018-11"	40.5
"1959"	"Bravo"	"Bravo Task 2"	"582770"	"2018-12"	39.5
"1960"	"Bravo"	"Bravo Task 2"	"582770"	"2019-01"	4
"1961"	"Bravo"	"Bravo Task 2"	"582772"	"2018-10"	48
"1962"	"Bravo"	"Bravo Task 2"	"582772"	"2018-11"	32
"1963"	"Bravo"	"Bravo Task 2"	"582803"	"2018-03"	176
"1964"	"Bravo"	"Bravo Task 2"	"582803"	"2018-04"	56
"1965"	"Bravo"	"Bravo Task 2"	"582803"	"2018-05"	264
"1966"	"Bravo"	"Bravo Task 2"	"582803"	"2018-06"	157.5
"1967"	"Bravo"	"Bravo Task 2"	"582803"	"2018-07"	72
"1968"	"Bravo"	"Bravo Task 2"	"582803"	"2018-11"	104.5
"1969"	"Bravo"	"Bravo Task 2"	"582803"	"2018-12"	96
"1970"	"Bravo"	"Bravo Task 2"	"582850"	"2018-04"	16
"1971"	"Bravo"	"Bravo Task 2"	"582850"	"2018-05"	142
"1972"	"Bravo"	"Bravo Task 2"	"582850"	"2018-06"	126
"1973"	"Bravo"	"Bravo Task 2"	"582850"	"2018-07"	168
"1974"	"Bravo"	"Bravo Task 2"	"582850"	"2018-08"	173
"1975"	"Bravo"	"Bravo Task 2"	"582850"	"2018-09"	34
"1976"	"Bravo"	"Bravo Task 2"	"582850"	"2018-11"	80
"1977"	"Bravo"	"Bravo Task 2"	"582850"	"2018-12"	80
"1978"	"Bravo"	"Bravo Task 2"	"582850"	"2019-01"	8
"1979"	"Bravo"	"Bravo Task 2"	"584034"	"2018-01"	35.5
"1980"	"Bravo"	"Bravo Task 2"	"584034"	"2018-02"	38
"1981"	"Bravo"	"Bravo Task 2"	"584034"	"2018-03"	88
"1982"	"Bravo"	"Bravo Task 2"	"584034"	"2018-04"	84
"1983"	"Bravo"	"Bravo Task 2"	"584034"	"2018-05"	172
"1984"	"Bravo"	"Bravo Task 2"	"584034"	"2018-06"	54.5
"1985"	"Bravo"	"Bravo Task 2"	"584034"	"2018-07"	84
"1986"	"Bravo"	"Bravo Task 2"	"584034"	"2018-08"	92
"1987"	"Bravo"	"Bravo Task 2"	"584034"	"2018-09"	88.5
"1988"	"Bravo"	"Bravo Task 2"	"584034"	"2018-10"	73.5
"1989"	"Bravo"	"Bravo Task 2"	"584034"	"2018-11"	80
"1990"	"Bravo"	"Bravo Task 2"	"584034"	"2018-12"	64
"1991"	"Bravo"	"Bravo Task 2"	"584034"	"2019-01"	1
"1992"	"Bravo"	"Bravo Task 2"	"584875"	"2018-02"	2
"1993"	"Bravo"	"Bravo Task 2"	"585044"	"2018-11"	130
"1994"	"Bravo"	"Bravo Task 2"	"585044"	"2018-12"	120
"1995"	"Bravo"	"Bravo Task 2"	"585452"	"2018-02"	32
"1996"	"Bravo"	"Bravo Task 2"	"585672"	"2018-02"	135
"1997"	"Bravo"	"Bravo Task 2"	"585672"	"2018-03"	88
"1998"	"Bravo"	"Bravo Task 2"	"585672"	"2018-05"	124
"1999"	"Bravo"	"Bravo Task 2"	"585672"	"2018-06"	118.75
"2000"	"Bravo"	"Bravo Task 2"	"585672"	"2018-07"	76.5
"2001"	"Bravo"	"Bravo Task 2"	"585672"	"2018-08"	124
"2002"	"Bravo"	"Bravo Task 2"	"585672"	"2018-09"	76
"2003"	"Bravo"	"Bravo Task 2"	"585672"	"2018-10"	22
"2004"	"Bravo"	"Bravo Task 2"	"585923"	"2018-01"	2
"2005"	"Bravo"	"Bravo Task 2"	"585923"	"2018-03"	70
"2006"	"Bravo"	"Bravo Task 2"	"585923"	"2018-04"	96
"2007"	"Bravo"	"Bravo Task 2"	"585923"	"2018-05"	113
"2008"	"Bravo"	"Bravo Task 2"	"585923"	"2018-06"	126
"2009"	"Bravo"	"Bravo Task 2"	"585923"	"2018-07"	109
"2010"	"Bravo"	"Bravo Task 2"	"585923"	"2018-08"	62.75
"2011"	"Bravo"	"Bravo Task 2"	"585923"	"2018-09"	136
"2012"	"Bravo"	"Bravo Task 2"	"585923"	"2018-10"	40.5
"2013"	"Bravo"	"Bravo Task 2"	"585923"	"2018-11"	60.25
"2014"	"Bravo"	"Bravo Task 2"	"585923"	"2018-12"	63.25
"2015"	"Bravo"	"Bravo Task 2"	"585923"	"2019-01"	4
"2016"	"Bravo"	"Bravo Task 2"	"586349"	"2018-03"	106
"2017"	"Bravo"	"Bravo Task 2"	"586349"	"2018-04"	137
"2018"	"Bravo"	"Bravo Task 2"	"586349"	"2018-05"	115
"2019"	"Bravo"	"Bravo Task 2"	"586349"	"2018-06"	44
"2020"	"Bravo"	"Bravo Task 2"	"586349"	"2018-07"	60
"2021"	"Bravo"	"Bravo Task 2"	"586349"	"2018-08"	146
"2022"	"Bravo"	"Bravo Task 2"	"586349"	"2018-09"	153
"2023"	"Bravo"	"Bravo Task 2"	"586349"	"2018-10"	160
"2024"	"Bravo"	"Bravo Task 2"	"586349"	"2018-11"	144
"2025"	"Bravo"	"Bravo Task 2"	"586349"	"2018-12"	88
"2026"	"Bravo"	"Bravo Task 2"	"586349"	"2019-01"	7
"2027"	"Bravo"	"Bravo Task 2"	"586791"	"2018-02"	13.5
"2028"	"Bravo"	"Bravo Task 2"	"586932"	"2018-06"	40
"2029"	"Bravo"	"Bravo Task 2"	"586932"	"2018-07"	40
"2030"	"Bravo"	"Bravo Task 2"	"586932"	"2018-08"	40
"2031"	"Bravo"	"Bravo Task 2"	"586932"	"2018-09"	24
"2032"	"Bravo"	"Bravo Task 2"	"586932"	"2018-10"	24
"2033"	"Bravo"	"Bravo Task 2"	"586932"	"2018-11"	12
"2034"	"Bravo"	"Bravo Task 2"	"586932"	"2019-01"	1
"2035"	"Bravo"	"Bravo Task 2"	"587199"	"2018-03"	129
"2036"	"Bravo"	"Bravo Task 2"	"587199"	"2018-04"	168
"2037"	"Bravo"	"Bravo Task 2"	"587199"	"2018-05"	88
"2038"	"Bravo"	"Bravo Task 2"	"587199"	"2018-06"	84
"2039"	"Bravo"	"Bravo Task 2"	"587199"	"2018-07"	69
"2040"	"Bravo"	"Bravo Task 2"	"587199"	"2018-08"	119.5
"2041"	"Bravo"	"Bravo Task 2"	"587199"	"2018-09"	128
"2042"	"Bravo"	"Bravo Task 2"	"587199"	"2018-10"	145.5
"2043"	"Bravo"	"Bravo Task 2"	"587199"	"2018-11"	73.5
"2044"	"Bravo"	"Bravo Task 2"	"587199"	"2018-12"	76
"2045"	"Bravo"	"Bravo Task 2"	"587199"	"2019-01"	2
"2046"	"Bravo"	"Bravo Task 2"	"587375"	"2018-03"	88
"2047"	"Bravo"	"Bravo Task 2"	"587375"	"2018-04"	34
"2048"	"Bravo"	"Bravo Task 2"	"587375"	"2018-07"	77.5
"2049"	"Bravo"	"Bravo Task 2"	"587375"	"2018-08"	92
"2050"	"Bravo"	"Bravo Task 2"	"587375"	"2018-09"	152
"2051"	"Bravo"	"Bravo Task 2"	"587381"	"2018-03"	83
"2052"	"Bravo"	"Bravo Task 2"	"587381"	"2018-12"	115
"2053"	"Bravo"	"Bravo Task 2"	"587514"	"2018-03"	150
"2054"	"Bravo"	"Bravo Task 2"	"587514"	"2018-04"	143
"2055"	"Bravo"	"Bravo Task 2"	"587515"	"2018-02"	33
"2056"	"Bravo"	"Bravo Task 2"	"587515"	"2018-03"	121
"2057"	"Bravo"	"Bravo Task 2"	"587515"	"2018-04"	83
"2058"	"Bravo"	"Bravo Task 2"	"587515"	"2018-05"	43
"2059"	"Bravo"	"Bravo Task 2"	"587515"	"2018-06"	36
"2060"	"Bravo"	"Bravo Task 2"	"587515"	"2018-07"	49
"2061"	"Bravo"	"Bravo Task 2"	"587515"	"2018-08"	59
"2062"	"Bravo"	"Bravo Task 2"	"587515"	"2018-09"	95
"2063"	"Bravo"	"Bravo Task 2"	"587515"	"2018-10"	85.25
"2064"	"Bravo"	"Bravo Task 2"	"587515"	"2018-11"	84
"2065"	"Bravo"	"Bravo Task 2"	"587515"	"2018-12"	38.5
"2066"	"Bravo"	"Bravo Task 2"	"587561"	"2018-08"	136
"2067"	"Bravo"	"Bravo Task 2"	"587561"	"2018-09"	112
"2068"	"Bravo"	"Bravo Task 2"	"587561"	"2018-10"	252
"2069"	"Bravo"	"Bravo Task 2"	"587561"	"2018-11"	152
"2070"	"Bravo"	"Bravo Task 2"	"587561"	"2018-12"	72
"2071"	"Bravo"	"Bravo Task 2"	"587811"	"2018-01"	4
"2072"	"Bravo"	"Bravo Task 2"	"587811"	"2018-02"	56
"2073"	"Bravo"	"Bravo Task 2"	"588475"	"2018-02"	47
"2074"	"Bravo"	"Bravo Task 2"	"588475"	"2018-07"	80
"2075"	"Bravo"	"Bravo Task 2"	"588475"	"2018-08"	134
"2076"	"Bravo"	"Bravo Task 2"	"588509"	"2018-01"	91.25
"2077"	"Bravo"	"Bravo Task 2"	"588860"	"2018-05"	72
"2078"	"Bravo"	"Bravo Task 2"	"588860"	"2018-06"	5.5
"2079"	"Bravo"	"Bravo Task 2"	"588860"	"2018-07"	15.5
"2080"	"Bravo"	"Bravo Task 2"	"588860"	"2018-08"	7
"2081"	"Bravo"	"Bravo Task 2"	"589525"	"2018-01"	14
"2082"	"Bravo"	"Bravo Task 2"	"589525"	"2018-02"	26.25
"2083"	"Bravo"	"Bravo Task 2"	"589525"	"2018-03"	86
"2084"	"Bravo"	"Bravo Task 2"	"589525"	"2018-04"	44.5
"2085"	"Bravo"	"Bravo Task 2"	"589525"	"2018-05"	79
"2086"	"Bravo"	"Bravo Task 2"	"589525"	"2018-06"	104.5
"2087"	"Bravo"	"Bravo Task 2"	"589525"	"2018-07"	83
"2088"	"Bravo"	"Bravo Task 2"	"589525"	"2018-08"	115
"2089"	"Bravo"	"Bravo Task 2"	"589525"	"2018-09"	68.5
"2090"	"Bravo"	"Bravo Task 2"	"589525"	"2018-10"	57.5
"2091"	"Bravo"	"Bravo Task 2"	"589525"	"2018-11"	40
"2092"	"Bravo"	"Bravo Task 2"	"589525"	"2018-12"	30
"2093"	"Bravo"	"Bravo Task 2"	"589525"	"2019-01"	4
"2094"	"Bravo"	"Bravo Task 2"	"589661"	"2018-03"	18
"2095"	"Bravo"	"Bravo Task 2"	"589661"	"2018-04"	33.5
"2096"	"Bravo"	"Bravo Task 2"	"589661"	"2018-05"	18
"2097"	"Bravo"	"Bravo Task 2"	"589666"	"2018-03"	29
"2098"	"Bravo"	"Bravo Task 2"	"589666"	"2018-04"	108
"2099"	"Bravo"	"Bravo Task 2"	"589666"	"2018-05"	88
"2100"	"Bravo"	"Bravo Task 2"	"589666"	"2018-06"	83
"2101"	"Bravo"	"Bravo Task 2"	"589666"	"2018-07"	78
"2102"	"Bravo"	"Bravo Task 2"	"589666"	"2018-08"	51
"2103"	"Bravo"	"Bravo Task 2"	"589666"	"2018-09"	69
"2104"	"Bravo"	"Bravo Task 2"	"589666"	"2018-10"	112
"2105"	"Bravo"	"Bravo Task 2"	"589666"	"2018-11"	43
"2106"	"Bravo"	"Bravo Task 2"	"589666"	"2018-12"	70
"2107"	"Bravo"	"Bravo Task 2"	"589666"	"2019-01"	4
"2108"	"Bravo"	"Bravo Task 2"	"589670"	"2018-10"	44
"2109"	"Bravo"	"Bravo Task 2"	"589670"	"2018-11"	80
"2110"	"Bravo"	"Bravo Task 2"	"589670"	"2019-01"	5
"2111"	"Bravo"	"Bravo Task 2"	"589679"	"2018-04"	89
"2112"	"Bravo"	"Bravo Task 2"	"589679"	"2018-05"	106
"2113"	"Bravo"	"Bravo Task 2"	"589679"	"2018-06"	88
"2114"	"Bravo"	"Bravo Task 2"	"589679"	"2018-07"	100
"2115"	"Bravo"	"Bravo Task 2"	"589679"	"2018-08"	92
"2116"	"Bravo"	"Bravo Task 2"	"589679"	"2018-09"	76.5
"2117"	"Bravo"	"Bravo Task 2"	"589679"	"2018-10"	46
"2118"	"Bravo"	"Bravo Task 2"	"589679"	"2018-11"	51
"2119"	"Bravo"	"Bravo Task 2"	"589679"	"2018-12"	21
"2120"	"Bravo"	"Bravo Task 2"	"589679"	"2019-01"	4
"2121"	"Bravo"	"Bravo Task 2"	"589738"	"2018-01"	4
"2122"	"Bravo"	"Bravo Task 2"	"589738"	"2018-02"	13.5
"2123"	"Bravo"	"Bravo Task 2"	"589738"	"2018-03"	14
"2124"	"Bravo"	"Bravo Task 2"	"589738"	"2018-05"	17
"2125"	"Bravo"	"Bravo Task 2"	"589738"	"2018-06"	16
"2126"	"Bravo"	"Bravo Task 2"	"589738"	"2018-07"	16
"2127"	"Bravo"	"Bravo Task 2"	"589738"	"2018-08"	16
"2128"	"Bravo"	"Bravo Task 2"	"589738"	"2018-09"	109
"2129"	"Bravo"	"Bravo Task 2"	"589738"	"2018-10"	95
"2130"	"Bravo"	"Bravo Task 2"	"589738"	"2018-11"	67
"2131"	"Bravo"	"Bravo Task 2"	"589738"	"2018-12"	70.5
"2132"	"Bravo"	"Bravo Task 2"	"589738"	"2019-01"	4
"2133"	"Bravo"	"Bravo Task 2"	"590000"	"2018-02"	76
"2134"	"Bravo"	"Bravo Task 2"	"590000"	"2018-04"	80
"2135"	"Bravo"	"Bravo Task 2"	"590000"	"2018-10"	8
