"lineID"	"empID"	"hours"	"taskOrder"	"task"	"month"
"954"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"599856"	"151"	"Bravo"	"Y1.RFS010"	"2019-03"
"955"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"592981"	"16"	"Bravo"	"Y1.RFS010"	"2019-03"
"956"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"519033"	"4"	"Bravo"	"Y1.RFS010"	"2019-03"
"957"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"586349"	"16.8"	"Bravo"	"Y1.RFS010"	"2019-03"
"958"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"544848"	"20"	"Bravo"	"Y1.RFS010"	"2019-03"
"959"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"602675"	"168"	"Bravo"	"Y1.RFS010"	"2019-03"
"960"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"594822"	"8"	"Bravo"	"Y1.RFS010"	"2019-03"
"961"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"546073"	"16.8"	"Bravo"	"Y1.RFS010"	"2019-03"
"962"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"TBD3"	"126"	"Bravo"	"Y1.RFS010"	"2019-03"
"963"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"TBD2"	"10"	"Bravo"	"Y1.RFS010"	"2019-03"
"964"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"585923"	"20"	"Bravo"	"Y1.RFS010"	"2019-03"
"965"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"600868"	"16"	"Bravo"	"Y1.RFS010"	"2019-03"
"966"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"545111"	"10"	"Bravo"	"Y1.RFS010"	"2019-03"
"967"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43543"	"595592"	"151"	"Bravo"	"Y1.RFS010"	"2019-03"
"968"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"524759"	"8"	"Bravo"	"Y1.RFS010"	"2019-04"
"969"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"582339"	"17.6"	"Bravo"	"Y1.RFS010"	"2019-04"
"970"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"602433"	"150"	"Bravo"	"Y1.RFS010"	"2019-04"
"971"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"514390"	"149.6"	"Bravo"	"Y1.RFS010"	"2019-04"
"972"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"601550"	"163.68"	"Bravo"	"Y1.RFS010"	"2019-04"
"973"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"582803"	"44"	"Bravo"	"Y1.RFS010"	"2019-04"
"974"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"535996"	"176"	"Bravo"	"Y1.RFS010"	"2019-04"
"975"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"600099"	"176"	"Bravo"	"Y1.RFS010"	"2019-04"
"976"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"26252"	"8"	"Bravo"	"Y1.RFS010"	"2019-04"
"977"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"581165"	"30"	"Bravo"	"Y1.RFS010"	"2019-04"
"978"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"601400"	"176"	"Bravo"	"Y1.RFS010"	"2019-04"
"979"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"600116"	"88"	"Bravo"	"Y1.RFS010"	"2019-04"
"980"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"595518"	"176"	"Bravo"	"Y1.RFS010"	"2019-04"
"981"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"582041"	"149.6"	"Bravo"	"Y1.RFS010"	"2019-04"
"982"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"582476"	"176"	"Bravo"	"Y1.RFS010"	"2019-04"
"983"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"599856"	"88"	"Bravo"	"Y1.RFS010"	"2019-04"
"984"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"592981"	"8"	"Bravo"	"Y1.RFS010"	"2019-04"
"985"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"519033"	"4"	"Bravo"	"Y1.RFS010"	"2019-04"
"986"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"586349"	"17.6"	"Bravo"	"Y1.RFS010"	"2019-04"
"987"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"602675"	"176"	"Bravo"	"Y1.RFS010"	"2019-04"
"988"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"594822"	"8"	"Bravo"	"Y1.RFS010"	"2019-04"
"989"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"546073"	"17.6"	"Bravo"	"Y1.RFS010"	"2019-04"
"990"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"TBD3"	"132"	"Bravo"	"Y1.RFS010"	"2019-04"
"991"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"TBD2"	"20"	"Bravo"	"Y1.RFS010"	"2019-04"
"992"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"585923"	"20"	"Bravo"	"Y1.RFS010"	"2019-04"
"993"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"600868"	"16"	"Bravo"	"Y1.RFS010"	"2019-04"
"994"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"545111"	"10"	"Bravo"	"Y1.RFS010"	"2019-04"
"995"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43574"	"595592"	"88"	"Bravo"	"Y1.RFS010"	"2019-04"
"996"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"524759"	"8"	"Bravo"	"Y1.RFS010"	"2019-05"
"997"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"582339"	"8"	"Bravo"	"Y1.RFS010"	"2019-05"
"998"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"602433"	"68"	"Bravo"	"Y1.RFS010"	"2019-05"
"999"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"514390"	"68"	"Bravo"	"Y1.RFS010"	"2019-05"
"1000"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"601550"	"74.4"	"Bravo"	"Y1.RFS010"	"2019-05"
"1001"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"582803"	"20"	"Bravo"	"Y1.RFS010"	"2019-05"
"1002"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"535996"	"80"	"Bravo"	"Y1.RFS010"	"2019-05"
"1003"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"600099"	"80"	"Bravo"	"Y1.RFS010"	"2019-05"
"1004"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"26252"	"8"	"Bravo"	"Y1.RFS010"	"2019-05"
"1005"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"581165"	"30"	"Bravo"	"Y1.RFS010"	"2019-05"
"1006"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"601400"	"80"	"Bravo"	"Y1.RFS010"	"2019-05"
"1007"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"600116"	"40"	"Bravo"	"Y1.RFS010"	"2019-05"
"1008"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"595518"	"80"	"Bravo"	"Y1.RFS010"	"2019-05"
"1009"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"582041"	"68"	"Bravo"	"Y1.RFS010"	"2019-05"
"1010"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"582476"	"80"	"Bravo"	"Y1.RFS010"	"2019-05"
"1011"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"599856"	"40"	"Bravo"	"Y1.RFS010"	"2019-05"
"1012"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"592981"	"8"	"Bravo"	"Y1.RFS010"	"2019-05"
"1013"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"519033"	"4"	"Bravo"	"Y1.RFS010"	"2019-05"
"1014"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"586349"	"8"	"Bravo"	"Y1.RFS010"	"2019-05"
"1015"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"602675"	"80"	"Bravo"	"Y1.RFS010"	"2019-05"
"1016"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"594822"	"8"	"Bravo"	"Y1.RFS010"	"2019-05"
"1017"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"546073"	"8"	"Bravo"	"Y1.RFS010"	"2019-05"
"1018"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"TBD3"	"60"	"Bravo"	"Y1.RFS010"	"2019-05"
"1019"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"585923"	"20"	"Bravo"	"Y1.RFS010"	"2019-05"
"1020"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"600868"	"16"	"Bravo"	"Y1.RFS010"	"2019-05"
"1021"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"545111"	"10"	"Bravo"	"Y1.RFS010"	"2019-05"
"1022"	"B.Y1.RFS010.CLIN.1.LB.DEF.B.43604"	"595592"	"40"	"Bravo"	"Y1.RFS010"	"2019-05"
"1023"	"B.Y1.Task.1.LB.DEF.B.43485"	"598548"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1024"	"B.Y1.Task.1.LB.DEF.B.43485"	"600027"	"8"	"Bravo"	"Y1.Task.1"	"2019-01"
"1025"	"B.Y1.Task.1.LB.DEF.B.43485"	"501689"	"8"	"Bravo"	"Y1.Task.1"	"2019-01"
"1026"	"B.Y1.Task.1.LB.DEF.B.43485"	"577147"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1027"	"B.Y1.Task.1.LB.DEF.B.43485"	"26252"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1028"	"B.Y1.Task.1.LB.DEF.B.43485"	"579382"	"8"	"Bravo"	"Y1.Task.1"	"2019-01"
"1029"	"B.Y1.Task.1.LB.DEF.B.43485"	"581165"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1030"	"B.Y1.Task.1.LB.DEF.B.43485"	"587290"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1031"	"B.Y1.Task.1.LB.DEF.B.43485"	"528649"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1032"	"B.Y1.Task.1.LB.DEF.B.43485"	"590662"	"8"	"Bravo"	"Y1.Task.1"	"2019-01"
"1033"	"B.Y1.Task.1.LB.DEF.B.43485"	"599661"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1034"	"B.Y1.Task.1.LB.DEF.B.43485"	"529319"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1035"	"B.Y1.Task.1.LB.DEF.B.43485"	"519033"	"7.2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1036"	"B.Y1.Task.1.LB.DEF.B.43485"	"600867"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1037"	"B.Y1.Task.1.LB.DEF.B.43485"	"591548"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1038"	"B.Y1.Task.1.LB.DEF.B.43485"	"585271"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1039"	"B.Y1.Task.1.LB.DEF.B.43485"	"589525"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1040"	"B.Y1.Task.1.LB.DEF.B.43485"	"527081"	"8"	"Bravo"	"Y1.Task.1"	"2019-01"
"1041"	"B.Y1.Task.1.LB.DEF.B.43485"	"582994"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1042"	"B.Y1.Task.1.LB.DEF.B.43485"	"565937"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1043"	"B.Y1.Task.1.LB.DEF.B.43485"	"570312"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1044"	"B.Y1.Task.1.LB.DEF.B.43485"	"535831"	"2.4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1045"	"B.Y1.Task.1.LB.DEF.B.43485"	"594822"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1046"	"B.Y1.Task.1.LB.DEF.B.43485"	"589679"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1047"	"B.Y1.Task.1.LB.DEF.B.43485"	"595900"	"2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1048"	"B.Y1.Task.1.LB.DEF.B.43485"	"TBD"	"7.2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1049"	"B.Y1.Task.1.LB.DEF.B.43485"	"TBD6"	"7.2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1050"	"B.Y1.Task.1.LB.DEF.B.43485"	"TBD7"	"7.2"	"Bravo"	"Y1.Task.1"	"2019-01"
"1051"	"B.Y1.Task.1.LB.DEF.B.43485"	"600868"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1052"	"B.Y1.Task.1.LB.DEF.B.43485"	"505987"	"8"	"Bravo"	"Y1.Task.1"	"2019-01"
"1053"	"B.Y1.Task.1.LB.DEF.B.43485"	"545111"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1054"	"B.Y1.Task.1.LB.DEF.B.43485"	"569738"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1055"	"B.Y1.Task.1.LB.DEF.B.43485"	"527928"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1056"	"B.Y1.Task.1.LB.DEF.B.43485"	"552721"	"3"	"Bravo"	"Y1.Task.1"	"2019-01"
"1057"	"B.Y1.Task.1.LB.DEF.B.43485"	"510911"	"4"	"Bravo"	"Y1.Task.1"	"2019-01"
"1058"	"B.Y1.Task.1.LB.DEF.B.43515"	"598548"	"23"	"Bravo"	"Y1.Task.1"	"2019-02"
"1059"	"B.Y1.Task.1.LB.DEF.B.43515"	"500296"	"6"	"Bravo"	"Y1.Task.1"	"2019-02"
"1060"	"B.Y1.Task.1.LB.DEF.B.43515"	"600027"	"152"	"Bravo"	"Y1.Task.1"	"2019-02"
"1061"	"B.Y1.Task.1.LB.DEF.B.43515"	"501689"	"152"	"Bravo"	"Y1.Task.1"	"2019-02"
"1062"	"B.Y1.Task.1.LB.DEF.B.43515"	"577147"	"72"	"Bravo"	"Y1.Task.1"	"2019-02"
"1063"	"B.Y1.Task.1.LB.DEF.B.43515"	"527970"	"14"	"Bravo"	"Y1.Task.1"	"2019-02"
"1064"	"B.Y1.Task.1.LB.DEF.B.43515"	"523279"	"15"	"Bravo"	"Y1.Task.1"	"2019-02"
"1065"	"B.Y1.Task.1.LB.DEF.B.43515"	"26252"	"90"	"Bravo"	"Y1.Task.1"	"2019-02"
"1066"	"B.Y1.Task.1.LB.DEF.B.43515"	"579382"	"152"	"Bravo"	"Y1.Task.1"	"2019-02"
"1067"	"B.Y1.Task.1.LB.DEF.B.43515"	"581165"	"76"	"Bravo"	"Y1.Task.1"	"2019-02"
"1068"	"B.Y1.Task.1.LB.DEF.B.43515"	"587290"	"76"	"Bravo"	"Y1.Task.1"	"2019-02"
"1069"	"B.Y1.Task.1.LB.DEF.B.43515"	"528649"	"76"	"Bravo"	"Y1.Task.1"	"2019-02"
"1070"	"B.Y1.Task.1.LB.DEF.B.43515"	"590662"	"129"	"Bravo"	"Y1.Task.1"	"2019-02"
"1071"	"B.Y1.Task.1.LB.DEF.B.43515"	"599661"	"152"	"Bravo"	"Y1.Task.1"	"2019-02"
"1072"	"B.Y1.Task.1.LB.DEF.B.43515"	"529319"	"152"	"Bravo"	"Y1.Task.1"	"2019-02"
"1073"	"B.Y1.Task.1.LB.DEF.B.43515"	"505684"	"16"	"Bravo"	"Y1.Task.1"	"2019-02"
"1074"	"B.Y1.Task.1.LB.DEF.B.43515"	"520635"	"8"	"Bravo"	"Y1.Task.1"	"2019-02"
"1075"	"B.Y1.Task.1.LB.DEF.B.43515"	"519033"	"146"	"Bravo"	"Y1.Task.1"	"2019-02"
"1076"	"B.Y1.Task.1.LB.DEF.B.43515"	"600867"	"76"	"Bravo"	"Y1.Task.1"	"2019-02"
"1077"	"B.Y1.Task.1.LB.DEF.B.43515"	"591548"	"76"	"Bravo"	"Y1.Task.1"	"2019-02"
"1078"	"B.Y1.Task.1.LB.DEF.B.43515"	"585271"	"38"	"Bravo"	"Y1.Task.1"	"2019-02"
"1079"	"B.Y1.Task.1.LB.DEF.B.43515"	"589525"	"38"	"Bravo"	"Y1.Task.1"	"2019-02"
"1080"	"B.Y1.Task.1.LB.DEF.B.43515"	"527081"	"147"	"Bravo"	"Y1.Task.1"	"2019-02"
"1081"	"B.Y1.Task.1.LB.DEF.B.43515"	"582994"	"120"	"Bravo"	"Y1.Task.1"	"2019-02"
"1082"	"B.Y1.Task.1.LB.DEF.B.43515"	"601841"	"46"	"Bravo"	"Y1.Task.1"	"2019-02"
"1083"	"B.Y1.Task.1.LB.DEF.B.43515"	"565937"	"38"	"Bravo"	"Y1.Task.1"	"2019-02"
"1084"	"B.Y1.Task.1.LB.DEF.B.43515"	"570312"	"146"	"Bravo"	"Y1.Task.1"	"2019-02"
"1085"	"B.Y1.Task.1.LB.DEF.B.43515"	"535831"	"45"	"Bravo"	"Y1.Task.1"	"2019-02"
"1086"	"B.Y1.Task.1.LB.DEF.B.43515"	"594822"	"38"	"Bravo"	"Y1.Task.1"	"2019-02"
"1087"	"B.Y1.Task.1.LB.DEF.B.43515"	"589679"	"38"	"Bravo"	"Y1.Task.1"	"2019-02"
"1088"	"B.Y1.Task.1.LB.DEF.B.43515"	"595900"	"38"	"Bravo"	"Y1.Task.1"	"2019-02"
"1089"	"B.Y1.Task.1.LB.DEF.B.43515"	"TBD"	"136.8"	"Bravo"	"Y1.Task.1"	"2019-02"
"1090"	"B.Y1.Task.1.LB.DEF.B.43515"	"TBD6"	"136.8"	"Bravo"	"Y1.Task.1"	"2019-02"
"1091"	"B.Y1.Task.1.LB.DEF.B.43515"	"TBD7"	"136.8"	"Bravo"	"Y1.Task.1"	"2019-02"
"1092"	"B.Y1.Task.1.LB.DEF.B.43515"	"600868"	"92"	"Bravo"	"Y1.Task.1"	"2019-02"
"1093"	"B.Y1.Task.1.LB.DEF.B.43515"	"505987"	"152"	"Bravo"	"Y1.Task.1"	"2019-02"
"1094"	"B.Y1.Task.1.LB.DEF.B.43515"	"545111"	"76"	"Bravo"	"Y1.Task.1"	"2019-02"
"1095"	"B.Y1.Task.1.LB.DEF.B.43515"	"569738"	"38"	"Bravo"	"Y1.Task.1"	"2019-02"
"1096"	"B.Y1.Task.1.LB.DEF.B.43515"	"527928"	"76"	"Bravo"	"Y1.Task.1"	"2019-02"
"1097"	"B.Y1.Task.1.LB.DEF.B.43515"	"552721"	"46"	"Bravo"	"Y1.Task.1"	"2019-02"
"1098"	"B.Y1.Task.1.LB.DEF.B.43515"	"510911"	"120"	"Bravo"	"Y1.Task.1"	"2019-02"
"1099"	"B.Y1.Task.1.LB.DEF.B.43543"	"598548"	"25"	"Bravo"	"Y1.Task.1"	"2019-03"
"1100"	"B.Y1.Task.1.LB.DEF.B.43543"	"500296"	"6"	"Bravo"	"Y1.Task.1"	"2019-03"
"1101"	"B.Y1.Task.1.LB.DEF.B.43543"	"600027"	"168"	"Bravo"	"Y1.Task.1"	"2019-03"
"1102"	"B.Y1.Task.1.LB.DEF.B.43543"	"501689"	"168"	"Bravo"	"Y1.Task.1"	"2019-03"
"1103"	"B.Y1.Task.1.LB.DEF.B.43543"	"577147"	"50"	"Bravo"	"Y1.Task.1"	"2019-03"
"1104"	"B.Y1.Task.1.LB.DEF.B.43543"	"527970"	"16"	"Bravo"	"Y1.Task.1"	"2019-03"
"1105"	"B.Y1.Task.1.LB.DEF.B.43543"	"26252"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1106"	"B.Y1.Task.1.LB.DEF.B.43543"	"579382"	"168"	"Bravo"	"Y1.Task.1"	"2019-03"
"1107"	"B.Y1.Task.1.LB.DEF.B.43543"	"581165"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1108"	"B.Y1.Task.1.LB.DEF.B.43543"	"587290"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1109"	"B.Y1.Task.1.LB.DEF.B.43543"	"528649"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1110"	"B.Y1.Task.1.LB.DEF.B.43543"	"590662"	"143"	"Bravo"	"Y1.Task.1"	"2019-03"
"1111"	"B.Y1.Task.1.LB.DEF.B.43543"	"599661"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1112"	"B.Y1.Task.1.LB.DEF.B.43543"	"529319"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1113"	"B.Y1.Task.1.LB.DEF.B.43543"	"505684"	"16"	"Bravo"	"Y1.Task.1"	"2019-03"
"1114"	"B.Y1.Task.1.LB.DEF.B.43543"	"519033"	"151.2"	"Bravo"	"Y1.Task.1"	"2019-03"
"1115"	"B.Y1.Task.1.LB.DEF.B.43543"	"600867"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1116"	"B.Y1.Task.1.LB.DEF.B.43543"	"591548"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1117"	"B.Y1.Task.1.LB.DEF.B.43543"	"585271"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1118"	"B.Y1.Task.1.LB.DEF.B.43543"	"589525"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1119"	"B.Y1.Task.1.LB.DEF.B.43543"	"527081"	"168"	"Bravo"	"Y1.Task.1"	"2019-03"
"1120"	"B.Y1.Task.1.LB.DEF.B.43543"	"582994"	"120"	"Bravo"	"Y1.Task.1"	"2019-03"
"1121"	"B.Y1.Task.1.LB.DEF.B.43543"	"601841"	"50"	"Bravo"	"Y1.Task.1"	"2019-03"
"1122"	"B.Y1.Task.1.LB.DEF.B.43543"	"565937"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1123"	"B.Y1.Task.1.LB.DEF.B.43543"	"570312"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1124"	"B.Y1.Task.1.LB.DEF.B.43543"	"535831"	"50"	"Bravo"	"Y1.Task.1"	"2019-03"
"1125"	"B.Y1.Task.1.LB.DEF.B.43543"	"594822"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1126"	"B.Y1.Task.1.LB.DEF.B.43543"	"589679"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1127"	"B.Y1.Task.1.LB.DEF.B.43543"	"595900"	"42"	"Bravo"	"Y1.Task.1"	"2019-03"
"1128"	"B.Y1.Task.1.LB.DEF.B.43543"	"TBD"	"151.2"	"Bravo"	"Y1.Task.1"	"2019-03"
"1129"	"B.Y1.Task.1.LB.DEF.B.43543"	"TBD6"	"151.2"	"Bravo"	"Y1.Task.1"	"2019-03"
"1130"	"B.Y1.Task.1.LB.DEF.B.43543"	"TBD7"	"151.2"	"Bravo"	"Y1.Task.1"	"2019-03"
"1131"	"B.Y1.Task.1.LB.DEF.B.43543"	"600868"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1132"	"B.Y1.Task.1.LB.DEF.B.43543"	"505987"	"168"	"Bravo"	"Y1.Task.1"	"2019-03"
"1133"	"B.Y1.Task.1.LB.DEF.B.43543"	"545111"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1134"	"B.Y1.Task.1.LB.DEF.B.43543"	"569738"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1135"	"B.Y1.Task.1.LB.DEF.B.43543"	"527928"	"84"	"Bravo"	"Y1.Task.1"	"2019-03"
"1136"	"B.Y1.Task.1.LB.DEF.B.43543"	"552721"	"50"	"Bravo"	"Y1.Task.1"	"2019-03"
"1137"	"B.Y1.Task.1.LB.DEF.B.43543"	"510911"	"120"	"Bravo"	"Y1.Task.1"	"2019-03"
"1138"	"B.Y1.Task.1.LB.DEF.B.43574"	"598548"	"26"	"Bravo"	"Y1.Task.1"	"2019-04"
"1139"	"B.Y1.Task.1.LB.DEF.B.43574"	"500296"	"6"	"Bravo"	"Y1.Task.1"	"2019-04"
"1140"	"B.Y1.Task.1.LB.DEF.B.43574"	"600027"	"176"	"Bravo"	"Y1.Task.1"	"2019-04"
"1141"	"B.Y1.Task.1.LB.DEF.B.43574"	"501689"	"176"	"Bravo"	"Y1.Task.1"	"2019-04"
"1142"	"B.Y1.Task.1.LB.DEF.B.43574"	"577147"	"53"	"Bravo"	"Y1.Task.1"	"2019-04"
"1143"	"B.Y1.Task.1.LB.DEF.B.43574"	"527970"	"16"	"Bravo"	"Y1.Task.1"	"2019-04"
"1144"	"B.Y1.Task.1.LB.DEF.B.43574"	"26252"	"44"	"Bravo"	"Y1.Task.1"	"2019-04"
"1145"	"B.Y1.Task.1.LB.DEF.B.43574"	"579382"	"176"	"Bravo"	"Y1.Task.1"	"2019-04"
"1146"	"B.Y1.Task.1.LB.DEF.B.43574"	"581165"	"88"	"Bravo"	"Y1.Task.1"	"2019-04"
"1147"	"B.Y1.Task.1.LB.DEF.B.43574"	"587290"	"88"	"Bravo"	"Y1.Task.1"	"2019-04"
"1148"	"B.Y1.Task.1.LB.DEF.B.43574"	"528649"	"88"	"Bravo"	"Y1.Task.1"	"2019-04"
"1149"	"B.Y1.Task.1.LB.DEF.B.43574"	"590662"	"150"	"Bravo"	"Y1.Task.1"	"2019-04"
"1150"	"B.Y1.Task.1.LB.DEF.B.43574"	"599661"	"44"	"Bravo"	"Y1.Task.1"	"2019-04"
"1151"	"B.Y1.Task.1.LB.DEF.B.43574"	"529319"	"88"	"Bravo"	"Y1.Task.1"	"2019-04"
"1152"	"B.Y1.Task.1.LB.DEF.B.43574"	"505684"	"16"	"Bravo"	"Y1.Task.1"	"2019-04"
"1153"	"B.Y1.Task.1.LB.DEF.B.43574"	"519033"	"158.4"	"Bravo"	"Y1.Task.1"	"2019-04"
"1154"	"B.Y1.Task.1.LB.DEF.B.43574"	"600867"	"44"	"Bravo"	"Y1.Task.1"	"2019-04"
"1155"	"B.Y1.Task.1.LB.DEF.B.43574"	"591548"	"88"	"Bravo"	"Y1.Task.1"	"2019-04"
"1156"	"B.Y1.Task.1.LB.DEF.B.43574"	"585271"	"44"	"Bravo"	"Y1.Task.1"	"2019-04"
"1157"	"B.Y1.Task.1.LB.DEF.B.43574"	"589525"	"44"	"Bravo"	"Y1.Task.1"	"2019-04"
"1158"	"B.Y1.Task.1.LB.DEF.B.43574"	"527081"	"176"	"Bravo"	"Y1.Task.1"	"2019-04"
"1159"	"B.Y1.Task.1.LB.DEF.B.43574"	"582994"	"120"	"Bravo"	"Y1.Task.1"	"2019-04"
"1160"	"B.Y1.Task.1.LB.DEF.B.43574"	"601841"	"53"	"Bravo"	"Y1.Task.1"	"2019-04"
"1161"	"B.Y1.Task.1.LB.DEF.B.43574"	"565937"	"44"	"Bravo"	"Y1.Task.1"	"2019-04"
"1162"	"B.Y1.Task.1.LB.DEF.B.43574"	"570312"	"44"	"Bravo"	"Y1.Task.1"	"2019-04"
"1163"	"B.Y1.Task.1.LB.DEF.B.43574"	"535831"	"53"	"Bravo"	"Y1.Task.1"	"2019-04"
