Task Order	JobNo	Emp No.	Trans Date	Hours
Delta	00011000000	590363	11/30/2018	72
Delta	00011000000	590363	1/15/2019	6
Delta	00011000000	590363	12/15/2018	80
Delta	00011000000	590363	11/15/2018	80
Delta	00011000000	590363	10/15/2018	8
Delta	00011000000	590363	10/31/2018	8
Delta	00011000000	590363	10/31/2018	88
Delta	00011000000	591253	12/15/2018	2.25
Delta	00011000000	591253	12/31/2018	5.25
Delta	00011000000	591253	12/15/2018	8
Delta	00011000000	591253	12/31/2018	9.5
Delta	00011000000	591548	9/30/2018	15.5
Delta	00011000000	591548	8/31/2018	22.5
Delta	00011000000	591548	9/15/2018	72
Delta	00011000000	591548	1/15/2019	42
Delta	00011000000	591548	9/30/2018	64.5
Delta	00011000000	591548	10/15/2018	8.5
Delta	00011000000	591548	10/15/2018	11
Delta	00011000000	591548	10/15/2018	61.5
Delta	00011000000	591548	10/31/2018	22.5
Delta	00011000000	591548	10/31/2018	72.5
Delta	00011000000	591548	11/15/2018	20.5
Delta	00011000000	591548	11/15/2018	47.5
Delta	00011000000	591548	11/30/2018	20
Delta	00011000000	591548	11/30/2018	30
Delta	00011000000	591548	12/15/2018	13.5
Delta	00011000000	591548	12/15/2018	48
Delta	00011000000	591548	12/31/2018	43.5
Delta	00011000000	598598	1/15/2019	4
Delta	00011000000	541513	12/15/2018	2
Delta	00011000000	541513	12/15/2018	11.25
Delta	00011000000	541513	11/30/2018	4.5
Delta	00011000000	541513	11/30/2018	4.25
Delta	00011000000	541513	11/15/2018	19.5
Delta	00011000000	541513	11/15/2018	6
Delta	00011000000	541513	10/31/2018	11.5
Delta	00011000000	541513	10/31/2018	10
Delta	00011000000	541513	10/31/2018	1.5
Delta	00011000000	541513	10/15/2018	4
Delta	00011000000	541513	10/15/2018	4
Delta	00011000000	541513	10/15/2018	2
Delta	00011000000	541513	1/15/2019	0.5
Delta	00011000000	541513	1/15/2019	11
Delta	00011000000	541513	1/15/2019	22.5
Delta	00011000000	541513	12/31/2018	21.5
Delta	00011000000	541513	12/31/2018	5
Delta	00011000000	541513	12/31/2018	2
Delta	00011000000	541513	12/15/2018	22.5
Delta	00011000000	541513	11/30/2018	28
Delta	00011000000	582994	1/15/2019	23.5
Delta	00011000000	582994	12/31/2018	14
Delta	00011000000	582994	12/15/2018	8.5
Delta	00011000000	582994	12/15/2018	3
Delta	00011000000	582994	11/30/2018	7.5
Delta	00011000000	582994	11/15/2018	17.5
Delta	00011000000	582994	11/15/2018	7
Delta	00011000000	582994	10/31/2018	28
Delta	00011000000	582994	10/31/2018	8
Delta	00011000000	582994	10/15/2018	14
Delta	00011000000	582994	10/15/2018	9
Delta	00011000000	582994	9/30/2018	13.5
Delta	00011000000	582994	9/30/2018	2
Delta	00011000000	582994	8/15/2018	6.5
Delta	00011000000	582994	9/15/2018	2
Delta	00011000000	582994	8/31/2018	5.5
Delta	00011000000	587199	10/31/2018	2.75
Delta	00011000000	589073	11/30/2018	2.25
Delta	00011000000	589073	11/15/2018	28.5
Delta	00011000000	589073	10/31/2018	11.25
Delta	00011000000	589073	10/31/2018	2
Delta	00011000000	589073	10/31/2018	-2
Delta	00011000000	589073	12/15/2018	16
Delta	00011000000	589073	12/31/2018	5.5
Delta	00011000000	589073	1/15/2019	1
Delta	00011000000	589073	11/30/2018	10.75
Delta	00011000000	589073	9/30/2018	2
Delta	00011000000	589073	8/31/2018	2.75
Delta	00011000000	589741	10/15/2018	2.5
Delta	00011000000	589741	9/30/2018	3
Delta	00011000000	589741	9/30/2018	1
Delta	00011000000	589741	9/15/2018	26
Delta	00011000000	589741	9/15/2018	8
Delta	00011000000	589741	8/31/2018	1
Delta	00011000000	590179	8/31/2018	32
Delta	00011000000	590179	8/31/2018	34.5
Delta	00011000000	590179	9/15/2018	15.5
Delta	00011000000	590179	9/15/2018	50.5
Delta	00011000000	590179	10/31/2018	43
Delta	00011000000	590179	9/30/2018	38
Delta	00011000000	590179	10/15/2018	32
Delta	00011000000	590179	10/15/2018	39
Delta	00011000000	590179	10/31/2018	27
Delta	00011000000	590179	9/30/2018	22
Delta	00011000000	591083	10/15/2018	53
Delta	00011000000	591083	8/31/2018	21
Delta	00011000000	591083	9/15/2018	23
Delta	00011000000	591083	9/30/2018	9
Delta	00011000000	591083	9/30/2018	19
Delta	00011000000	592541	8/31/2018	6
Delta	00011000000	592541	10/31/2018	4
Delta	00011000000	592541	12/15/2018	1.5
Delta	00011000000	592541	11/15/2018	8.5
Delta	00011000000	592541	11/30/2018	0.5
Delta	00011000000	593286	11/15/2018	36
Delta	00011000000	593286	11/15/2018	44
Delta	00011000000	593286	11/30/2018	8
Delta	00011000000	593286	11/30/2018	28.5
Delta	00011000000	593286	12/15/2018	24
Delta	00011000000	593286	11/30/2018	33.5
Delta	00011000000	593286	12/15/2018	56
Delta	00011000000	593286	12/31/2018	9
Delta	00011000000	593286	12/31/2018	32
Delta	00011000000	593286	1/15/2019	59
Delta	00011000000	594348	9/15/2018	40
Delta	00011000000	594348	8/31/2018	40
Delta	00011000000	594348	9/15/2018	-40
Delta	00011000000	594348	9/15/2018	30
Delta	00011000000	595845	12/31/2018	10
Delta	00011000000	595845	12/15/2018	0.5
Delta	00011000000	599967	1/15/2019	14
Delta	00011000000	599967	1/15/2019	8
Delta	00011000000	599967	12/31/2018	18
Delta	00011000000	599967	12/31/2018	9
Delta	00011000000	599967	12/15/2018	34
Delta	00011000000	599967	12/15/2018	19.5
Delta	00011000000	599967	11/30/2018	29
Delta	00011000000	599967	11/30/2018	17
Delta	00011000000	599967	11/15/2018	21
Delta	00011000000	599967	11/15/2018	13
Delta	00011000000	599967	10/31/2018	14
Delta	00011000000	599967	10/31/2018	-13
Delta	00011000000	599967	10/31/2018	47.75
Delta	00011000000	599967	10/31/2018	13
Delta	00011000000	599967	10/31/2018	-47.75
Delta	00011000000	599967	10/15/2018	31.5
Delta	00011000000	599967	10/15/2018	31.5
Delta	00011000000	599967	9/30/2018	47.75
Delta	00011000000	599967	9/30/2018	13
Delta	00011000000	599967	9/15/2018	45.5
Delta	00011000000	599967	9/15/2018	15.5
Delta	00011000000	599967	10/31/2018	11
Delta	00011000000	600363	12/15/2018	1
Delta	00011000000	600363	12/15/2018	19
Delta	00011000000	600363	12/31/2018	8
Delta	00011000000	601841	12/15/2018	29.25
Delta	00011000000	601841	12/15/2018	32.75
Delta	00011000000	601841	12/31/2018	20
Delta	00011000000	601841	1/15/2019	8
Delta	00011000000	601841	1/15/2019	12
Delta	00011000000	601939	12/15/2018	56
Delta	00011000000	601939	12/31/2018	72.5
Delta	00011000000	601939	1/15/2019	62.25
Delta	00011000000	602040	1/15/2019	56.25
Delta	00011000000	602040	12/31/2018	23
Delta	00011000000	510796	8/15/2018	16.5
Delta	00011000000	510796	1/15/2019	50.25
Delta	00011000000	510796	8/31/2018	17.75
Delta	00011000000	510796	8/31/2018	46.75
Delta	00011000000	510796	9/15/2018	13.75
Delta	00011000000	510796	9/15/2018	70.25
Delta	00011000000	510796	9/30/2018	2.5
Delta	00011000000	510796	9/30/2018	15
Delta	00011000000	510796	9/30/2018	59.25
Delta	00011000000	510796	10/15/2018	1
Delta	00011000000	510796	10/15/2018	24.5
Delta	00011000000	510796	10/15/2018	52
Delta	00011000000	510796	10/31/2018	2.5
Delta	00011000000	510796	10/31/2018	-2.5
Delta	00011000000	510796	10/31/2018	15
Delta	00011000000	510796	10/31/2018	-15
Delta	00011000000	510796	10/31/2018	59.25
Delta	00011000000	510796	10/31/2018	-59.25
Delta	00011000000	510796	10/31/2018	25.75
Delta	00011000000	510796	10/31/2018	33.5
Delta	00011000000	510796	10/31/2018	34.25
Delta	00011000000	510796	11/15/2018	92.75
Delta	00011000000	510796	11/30/2018	12
Delta	00011000000	510796	11/30/2018	42
Delta	00011000000	510796	12/15/2018	19
Delta	00011000000	510796	12/15/2018	65.5
Delta	00011000000	510796	12/31/2018	8.75
Delta	00011000000	510796	12/31/2018	28.5
Delta	00011000000	510796	1/15/2019	17
Delta	00011000000	510796	8/31/2018	4.5
Delta	00011000000	524136	12/15/2018	80
Delta	00011000000	524136	12/31/2018	88
Delta	00011000000	524136	11/15/2018	80
Delta	00011000000	524136	10/31/2018	88
Delta	00011000000	524136	10/15/2018	80
Delta	00011000000	524136	9/30/2018	40
Delta	00011000000	524136	9/15/2018	72
Delta	00011000000	524136	8/31/2018	56
Delta	00011000000	524136	8/31/2018	16
Delta	00011000000	524136	12/31/2018	80
Delta	00011000000	524136	12/31/2018	-80
Delta	00011000000	524136	12/31/2018	80
Delta	00011000000	524136	12/31/2018	-88
Delta	00011000000	524136	11/30/2018	80
Delta	00011000000	524136	12/31/2018	-80
Delta	00011000000	524136	12/31/2018	80
Delta	00011000000	524136	12/31/2018	-80
Delta	00011000000	524136	12/31/2018	80
Delta	00011000000	524136	12/31/2018	-80
Delta	00011000000	524136	12/31/2018	72
Delta	00011000000	524136	1/15/2019	80
Delta	00011000000	524880	10/31/2018	90
Delta	00011000000	524880	9/30/2018	45
Delta	00011000000	524880	9/15/2018	34
Delta	00011000000	524880	8/31/2018	32.5
Delta	00011000000	524880	10/31/2018	-45
Delta	00011000000	524880	11/15/2018	80
Delta	00011000000	524880	10/15/2018	59
Delta	00011000000	524880	1/15/2019	91
Delta	00011000000	524880	12/31/2018	37
Delta	00011000000	524880	12/15/2018	97
Delta	00011000000	524880	11/30/2018	54
Delta	00011000000	524880	10/31/2018	45
Delta	00011000000	527928	9/15/2018	27
Delta	00011000000	527928	8/31/2018	39.5
Delta	00011000000	527928	8/15/2018	19
Delta	00011000000	527928	1/15/2019	42.5
Delta	00011000000	527928	12/31/2018	16
Delta	00011000000	527928	12/15/2018	41.75
Delta	00011000000	527928	11/30/2018	23.5
Delta	00011000000	527928	11/15/2018	40.75
Delta	00011000000	527928	10/31/2018	43
Delta	00011000000	527928	10/31/2018	-39.75
Delta	00011000000	527928	10/31/2018	39.75
Delta	00011000000	527928	10/31/2018	-2.25
Delta	00011000000	527928	10/31/2018	2.25
Delta	00011000000	527928	9/30/2018	39.75
Delta	00011000000	527928	10/15/2018	41.25
Delta	00011000000	527928	9/30/2018	2.25
Delta	00011000000	528649	12/15/2018	0.5
Delta	00011000000	528649	1/15/2019	21
Delta	00011000000	528649	11/30/2018	1
Delta	00011000000	528649	11/15/2018	21.25
Delta	00011000000	528649	10/31/2018	19.5
Delta	00011000000	528649	10/31/2018	1
Delta	00011000000	528649	10/15/2018	23.25
Delta	00011000000	528649	10/15/2018	0.5
Delta	00011000000	528649	9/30/2018	16
Delta	00011000000	528649	9/30/2018	1.5
Delta	00011000000	528649	9/15/2018	8.5
Delta	00011000000	528649	8/15/2018	0.5
Delta	00011000000	528649	12/15/2018	18.5
Delta	00011000000	528649	12/31/2018	6
Delta	00011000000	528649	11/30/2018	15.75
Delta	00011000000	535831	8/31/2018	3
Delta	00011000000	535831	1/15/2019	24.5
Delta	00011000000	535831	9/15/2018	23.5
Delta	00011000000	535831	9/30/2018	2
Delta	00011000000	535831	9/30/2018	36
Delta	00011000000	535831	10/15/2018	38.5
Delta	00011000000	535831	10/31/2018	2
Delta	00011000000	535831	10/31/2018	-2
Delta	00011000000	535831	10/31/2018	36
Delta	00011000000	535831	10/31/2018	-36
Delta	00011000000	535831	10/31/2018	15
Delta	00011000000	535831	10/31/2018	43.5
Delta	00011000000	535831	11/15/2018	18
Delta	00011000000	535831	11/15/2018	22
Delta	00011000000	535831	11/30/2018	32.5
Delta	00011000000	535831	12/15/2018	2.5
Delta	00011000000	535831	12/15/2018	29.5
Delta	00011000000	535831	12/31/2018	5
Delta	00011000000	535831	12/31/2018	26
Delta	00011000000	535831	9/15/2018	3
Delta	00011000000	544818	9/15/2018	23
Delta	00011000000	544818	9/30/2018	15
Delta	00011000000	544818	10/15/2018	27
Delta	00011000000	544818	10/31/2018	41
Delta	00011000000	544818	11/15/2018	37.5
Delta	00011000000	544818	11/30/2018	-15
Delta	00011000000	544818	1/15/2019	19.5
Delta	00011000000	544818	11/30/2018	-27
Delta	00011000000	544818	11/30/2018	15
Delta	00011000000	544818	11/30/2018	2.5
Delta	00011000000	544818	12/15/2018	22.5
Delta	00011000000	544818	12/31/2018	17.5
Delta	00011000000	544818	11/30/2018	27
Delta	00011000000	550366	8/31/2018	11
Delta	00011000000	550366	8/31/2018	12
Delta	00011000000	550366	8/15/2018	7
Delta	00011000000	550366	8/15/2018	1.5
Delta	00011000000	550366	1/15/2019	78.75
Delta	00011000000	550366	1/15/2019	12.5
Delta	00011000000	550366	12/31/2018	49.25
Delta	00011000000	550366	12/31/2018	5
Delta	00011000000	550366	8/31/2018	2
Delta	00011000000	550366	12/15/2018	70.75
Delta	00011000000	550366	11/30/2018	42
Delta	00011000000	550366	11/30/2018	8
Delta	00011000000	550366	11/30/2018	4.5
Delta	00011000000	550366	11/15/2018	60.5
Delta	00011000000	550366	11/15/2018	16
Delta	00011000000	550366	10/31/2018	41
Delta	00011000000	550366	10/31/2018	13.5
Delta	00011000000	550366	10/31/2018	5
Delta	00011000000	550366	10/15/2018	38
Delta	00011000000	550366	10/15/2018	4
Delta	00011000000	550366	10/15/2018	3
Delta	00011000000	550366	9/30/2018	37.5
Delta	00011000000	550366	9/30/2018	10.5
Delta	00011000000	550366	9/30/2018	4
Delta	00011000000	550366	9/15/2018	30.5
Delta	00011000000	550366	9/15/2018	5
Delta	00011000000	555422	12/31/2018	1.5
Delta	00011000000	558031	1/15/2019	38
Delta	00011000000	558031	12/31/2018	28.5
Delta	00011000000	558031	12/31/2018	22
Delta	00011000000	558031	12/15/2018	75
Delta	00011000000	558031	12/15/2018	10.5
Delta	00011000000	558031	11/30/2018	42.25
Delta	00011000000	558031	11/30/2018	37.75
Delta	00011000000	558031	11/15/2018	47.25
Delta	00011000000	558031	11/15/2018	32.75
Delta	00011000000	558031	10/31/2018	64.5
Delta	00011000000	558031	10/31/2018	27.75
Delta	00011000000	558031	10/31/2018	-63.5
Delta	00011000000	558031	10/31/2018	-17.5
Delta	00011000000	558031	10/31/2018	17.5
Delta	00011000000	558031	10/31/2018	63.5
Delta	00011000000	558031	10/15/2018	60.75
Delta	00011000000	558031	10/15/2018	23
Delta	00011000000	558031	9/30/2018	63.5
Delta	00011000000	558031	9/30/2018	17.5
Delta	00011000000	558031	9/15/2018	42.5
Delta	00011000000	558031	9/15/2018	27
Delta	00011000000	558031	8/31/2018	86.5
Delta	00011000000	558031	8/31/2018	8
Delta	00011000000	558031	8/31/2018	-1
Delta	00011000000	558031	1/15/2019	42
Delta	00011000000	558031	8/15/2018	1
Delta	00011000000	558031	8/31/2018	1
Delta	00011000000	570148	12/15/2018	9.5
Delta	00011000000	570148	11/30/2018	16
Delta	00011000000	570148	12/31/2018	10.5
Delta	00011000000	570148	12/31/2018	1
Delta	00011000000	576513	10/31/2018	1
Delta	00011000000	576513	10/31/2018	22
Delta	00011000000	576513	11/15/2018	5.5
Delta	00011000000	576513	1/15/2019	21
Delta	00011000000	576513	11/15/2018	12
Delta	00011000000	576513	11/15/2018	13
Delta	00011000000	576513	11/30/2018	7
Delta	00011000000	576513	11/30/2018	18.5
Delta	00011000000	576513	12/15/2018	9.5
Delta	00011000000	576513	12/15/2018	31
Delta	00011000000	576513	12/31/2018	7.5
Delta	00011000000	576513	12/31/2018	8
Delta	00011000000	576513	12/31/2018	8
Delta	00011000000	576513	1/15/2019	18
Delta	00011000000	576513	10/15/2018	31.5
Delta	00011000000	576513	10/15/2018	11.5
Delta	00011000000	576513	9/30/2018	32
Delta	00011000000	576513	9/30/2018	12
Delta	00011000000	576513	11/15/2018	11
Delta	00011000000	580230	10/31/2018	-0.5
Delta	00011000000	580230	10/31/2018	1
Delta	00011000000	580230	10/31/2018	-1
Delta	00011000000	580230	9/30/2018	1
Delta	00011000000	580230	9/30/2018	0.5
Delta	00011000000	580230	9/15/2018	1.5
Delta	00011000000	580230	10/31/2018	0.5
Delta	00011000000	585672	1/15/2019	6.5
Delta	00011000000	585672	10/31/2018	1.5
Delta	00011000000	585672	10/31/2018	1.5
Delta	00011000000	585672	10/31/2018	11
Delta	00011000000	585672	10/31/2018	-11
Delta	00011000000	585672	10/15/2018	3
Delta	00011000000	585672	10/15/2018	2
Delta	00011000000	585672	9/15/2018	1
Delta	00011000000	585672	9/30/2018	11
Delta	00011000000	585921	9/30/2018	37
Delta	00011000000	585921	10/15/2018	41
Delta	00011000000	585921	10/31/2018	37
Delta	00011000000	585921	10/31/2018	-37
Delta	00011000000	585921	10/31/2018	48
Delta	00011000000	585921	11/15/2018	39
Delta	00011000000	585921	11/30/2018	1
Delta	00011000000	585921	12/15/2018	27
Delta	00011000000	585921	12/31/2018	13
Delta	00011000000	585921	1/15/2019	34
Delta	00011000000	585921	9/15/2018	56
Delta	00011000000	586194	10/31/2018	3
Delta	00011000000	586415	10/31/2018	89
Delta	00011000000	586415	11/15/2018	80
Delta	00011000000	586415	1/15/2019	19.25
Delta	00011000000	586415	11/30/2018	80
Delta	00011000000	586415	12/31/2018	28.75
Delta	00011000000	586415	12/31/2018	20.25
Delta	00011000000	586415	12/15/2018	74
Delta	00011000000	586415	12/15/2018	6
Delta	00011000000	586415	10/15/2018	73
Delta	00011000000	586415	1/15/2019	6.25
Delta	00011000000	587290	8/31/2018	34.5
Delta	00011000000	587290	8/15/2018	16.5
Delta	00011000000	587290	9/30/2018	52
Delta	00011000000	587290	9/15/2018	31.75
Delta	00011000000	587290	1/15/2019	39
Delta	00011000000	587290	12/31/2018	18
Delta	00011000000	587290	12/15/2018	33.5
Delta	00011000000	587290	11/30/2018	18
Delta	00011000000	587290	11/15/2018	42.5
Delta	00011000000	587290	11/15/2018	1.75
Delta	00011000000	587290	10/31/2018	52.25
Delta	00011000000	587290	10/15/2018	39
Delta	00011000000	588657	1/15/2019	14
Delta	00011000000	589087	10/31/2018	4.5
Delta	00011000000	589087	10/15/2018	12.5
Delta	00011000000	589087	9/15/2018	8
Delta	00011000000	589087	8/31/2018	1.75
Delta	00011000000	590662	11/15/2018	9
Delta	00011000000	590662	11/30/2018	16
Delta	00011000000	590662	12/15/2018	36
Delta	00011000000	590662	1/15/2019	27
Delta	00011000000	590662	12/31/2018	3
Delta	00011000000	599866	12/15/2018	30
Delta	00011000000	599866	10/15/2018	2
Delta	00011000000	599866	10/15/2018	4
Delta	00011000000	599866	10/31/2018	3
Delta	00011000000	599866	12/15/2018	10
Delta	00011000000	599866	11/30/2018	37
Delta	00011000000	599866	11/30/2018	3
Delta	00011000000	599866	10/31/2018	32
Delta	00011000000	600958	11/15/2018	61.75
Delta	00011000000	601745	1/15/2019	23
Delta	00011000000	601745	12/15/2018	42
Delta	00011000000	601745	11/30/2018	10
Delta	00011000000	703	9/15/2018	12.75
Delta	00011000000	703	9/30/2018	32.75
Delta	00011000000	703	1/15/2019	41
Delta	00011000000	703	12/31/2018	31.5
Delta	00011000000	703	12/15/2018	54.5
Delta	00011000000	703	11/30/2018	34
Delta	00011000000	703	11/30/2018	46
Delta	00011000000	703	11/30/2018	50.5
Delta	00011000000	703	11/30/2018	-50.5
Delta	00011000000	703	11/30/2018	37.5
Delta	00011000000	703	11/30/2018	-37.5
Delta	00011000000	703	11/30/2018	-46
Delta	00011000000	703	11/15/2018	46
Delta	00011000000	703	10/31/2018	50.5
Delta	00011000000	703	10/15/2018	37.5
Delta	00011000000	20726	12/15/2018	80.5
Delta	00011000000	20726	12/15/2018	1.5
Delta	00011000000	20726	11/30/2018	70.25
Delta	00011000000	20726	11/15/2018	66.5
Delta	00011000000	20726	11/15/2018	-48.5
Delta	00011000000	20726	11/15/2018	48.5
Delta	00011000000	20726	1/15/2019	68.25
Delta	00011000000	20726	10/15/2018	66.5
Delta	00011000000	20726	9/30/2018	48.5
Delta	00011000000	20726	9/15/2018	18
Delta	00011000000	20726	8/31/2018	26.5
Delta	00011000000	20726	12/31/2018	39
Delta	00011000000	20726	10/31/2018	90.75
Delta	00011000000	502317	12/31/2018	4
Delta	00011000000	502317	12/15/2018	20
Delta	00011000000	502317	1/15/2019	2
Delta	00011000000	502317	1/15/2019	22
Delta	00011000000	502317	8/31/2018	15
Delta	00011000000	502317	8/31/2018	25
Delta	00011000000	502317	9/15/2018	4
Delta	00011000000	502317	9/15/2018	30
Delta	00011000000	502317	9/30/2018	7
Delta	00011000000	502317	9/30/2018	19
Delta	00011000000	502317	10/15/2018	20
Delta	00011000000	502317	10/15/2018	27
Delta	00011000000	502317	10/31/2018	7
Delta	00011000000	502317	10/31/2018	-7
Delta	00011000000	502317	10/31/2018	19
Delta	00011000000	502317	10/31/2018	-19
Delta	00011000000	502317	10/31/2018	5
Delta	00011000000	502317	10/31/2018	16
Delta	00011000000	502317	11/15/2018	12
Delta	00011000000	502317	11/15/2018	18
Delta	00011000000	502317	11/30/2018	4
Delta	00011000000	502317	11/30/2018	6
Delta	00011000000	502317	12/15/2018	5
Delta	00011000000	502317	12/31/2018	11
Delta	00011000000	505564	10/31/2018	2.25
Delta	00011000000	505564	10/31/2018	9.25
Delta	00011000000	506573	12/15/2018	25
Delta	00011000000	506573	11/30/2018	20
Delta	00011000000	506573	1/15/2019	45.5
Delta	00011000000	506573	12/31/2018	46.25
Delta	00011000000	524759	12/31/2018	4
Delta	00011000000	524759	10/31/2018	11.5
Delta	00011000000	527081	8/31/2018	1.5
Delta	00011000000	527081	8/15/2018	3
Delta	00011000000	538920	10/31/2018	4
Delta	00011000000	538920	10/31/2018	3.5
Delta	00011000000	538920	10/15/2018	7
Delta	00011000000	538920	10/15/2018	1.5
Delta	00011000000	538920	9/30/2018	8
Delta	00011000000	538920	9/30/2018	1.5
Delta	00011000000	538920	12/31/2018	2
Delta	00011000000	538920	1/15/2019	3
Delta	00011000000	538920	11/15/2018	3.5
Delta	00011000000	538920	11/15/2018	6.75
Delta	00011000000	538920	11/30/2018	1
Delta	00011000000	538920	11/30/2018	1.5
Delta	00011000000	538920	11/30/2018	3.5
Delta	00011000000	538920	12/15/2018	0.25
Delta	00011000000	538920	12/15/2018	0.75
Delta	00011000000	538920	12/31/2018	2
Delta	00011000000	538920	12/15/2018	2.25
Delta	00011000000	539420	8/15/2018	16.5
Delta	00011000000	539420	1/15/2019	85
Delta	00011000000	539420	12/31/2018	75.5
Delta	00011000000	539420	12/31/2018	2.5
Delta	00011000000	539420	12/15/2018	66
Delta	00011000000	539420	11/30/2018	53.5
Delta	00011000000	539420	11/30/2018	4
Delta	00011000000	539420	11/30/2018	1.5
Delta	00011000000	539420	11/15/2018	68
Delta	00011000000	539420	11/15/2018	21
Delta	00011000000	539420	10/31/2018	75
Delta	00011000000	539420	10/15/2018	80.5
Delta	00011000000	539420	10/15/2018	6.5
Delta	00011000000	539420	9/30/2018	56
Delta	00011000000	539420	9/15/2018	63
Delta	00011000000	539420	9/15/2018	8
Delta	00011000000	539420	8/31/2018	20.5
Delta	00011000000	539420	8/31/2018	3
Delta	00011000000	540146	12/31/2018	22
Delta	00011000000	540146	9/15/2018	44
Delta	00011000000	540146	9/30/2018	32
Delta	00011000000	540146	10/15/2018	48.5
Delta	00011000000	540146	10/31/2018	39.5
Delta	00011000000	540146	11/15/2018	56
Delta	00011000000	540146	11/30/2018	20
Delta	00011000000	540146	12/15/2018	45
Delta	00011000000	546073	12/31/2018	4.5
Delta	00011000000	546681	10/31/2018	26
Delta	00011000000	546681	10/31/2018	-26
Delta	00011000000	546681	10/31/2018	30
Delta	00011000000	546681	8/31/2018	7
Delta	00011000000	546681	9/15/2018	12
Delta	00011000000	546681	9/30/2018	26
Delta	00011000000	546681	10/15/2018	43
Delta	00011000000	551594	10/15/2018	27.5
Delta	00011000000	551594	9/30/2018	22
Delta	00011000000	551594	9/15/2018	16
Delta	00011000000	551594	8/31/2018	0.5
Delta	00011000000	551594	1/15/2019	28
Delta	00011000000	551594	11/30/2018	22.5
Delta	00011000000	551594	12/15/2018	17.5
Delta	00011000000	551594	10/31/2018	22
Delta	00011000000	551594	10/31/2018	-22
Delta	00011000000	551594	10/31/2018	40.5
Delta	00011000000	551594	11/15/2018	17.5
Delta	00011000000	551594	12/31/2018	14
Delta	00011000000	552721	10/31/2018	28.5
Delta	00011000000	552721	10/15/2018	21
Delta	00011000000	552721	9/30/2018	15
Delta	00011000000	552721	9/15/2018	23
Delta	00011000000	552721	12/15/2018	27.5
Delta	00011000000	552721	11/15/2018	13.75
Delta	00011000000	552721	11/30/2018	23
Delta	00011000000	552721	12/31/2018	16
Delta	00011000000	559026	12/15/2018	5
Delta	00011000000	559026	10/31/2018	8.5
Delta	00011000000	559026	11/15/2018	8
Delta	00011000000	559820	9/15/2018	2.5
Delta	00011000000	559820	9/30/2018	12.25
Delta	00011000000	559820	1/15/2019	1.25
Delta	00011000000	559820	10/15/2018	0.25
Delta	00011000000	559820	10/15/2018	5.75
Delta	00011000000	559820	10/15/2018	6.25
Delta	00011000000	559820	10/31/2018	12.25
Delta	00011000000	559820	10/31/2018	-12.25
Delta	00011000000	559820	10/31/2018	1.75
Delta	00011000000	559820	10/31/2018	4.25
Delta	00011000000	559820	10/31/2018	5.5
Delta	00011000000	559820	10/31/2018	7
Delta	00011000000	559820	11/15/2018	1
Delta	00011000000	559820	12/15/2018	0.5
Delta	00011000000	559820	12/15/2018	0.5
Delta	00011000000	559820	12/31/2018	0.5
Delta	00011000000	559820	12/31/2018	2
Delta	00011000000	559820	12/31/2018	7.5
Delta	00011000000	561659	12/15/2018	0.25
Delta	00011000000	561659	12/31/2018	2
Delta	00011000000	579920	9/15/2018	2
Delta	00011000000	579920	9/30/2018	7
Delta	00011000000	579920	10/15/2018	3
Delta	00011000000	579920	10/15/2018	18
Delta	00011000000	579920	10/31/2018	0.5
Delta	00011000000	579920	10/31/2018	5
Delta	00011000000	579920	10/31/2018	27.5
Delta	00011000000	579920	11/15/2018	1
Delta	00011000000	579920	11/15/2018	7
Delta	00011000000	579920	11/30/2018	17
Delta	00011000000	579920	12/15/2018	5.5
Delta	00011000000	579920	12/15/2018	20.5
Delta	00011000000	581524	9/30/2018	5
Delta	00011000000	581658	9/15/2018	1
Delta	00011000000	581658	9/15/2018	5
Delta	00011000000	581658	9/15/2018	10
Delta	00011000000	581658	8/31/2018	3
Delta	00011000000	581658	9/30/2018	3.25
Delta	00011000000	582339	12/15/2018	0.25
Delta	00011000000	582339	12/15/2018	1
Delta	00011000000	582339	12/15/2018	2.25
Delta	00011000000	582339	12/31/2018	4.5
Delta	00011000000	585283	10/31/2018	-52
Delta	00011000000	585283	10/31/2018	52
Delta	00011000000	585283	10/31/2018	-23
Delta	00011000000	585283	10/31/2018	23
Delta	00011000000	585283	10/31/2018	3
Delta	00011000000	585283	10/31/2018	17
Delta	00011000000	585283	10/31/2018	30
Delta	00011000000	585283	11/15/2018	22
Delta	00011000000	585283	11/15/2018	24.5
Delta	00011000000	585283	11/30/2018	15
Delta	00011000000	585283	11/30/2018	21
Delta	00011000000	585283	12/15/2018	21.5
Delta	00011000000	585283	12/15/2018	32
Delta	00011000000	585283	12/31/2018	10
Delta	00011000000	585283	12/31/2018	12
Delta	00011000000	585283	1/15/2019	8
Delta	00011000000	585283	1/15/2019	13
Delta	00011000000	585283	10/15/2018	48.5
Delta	00011000000	585283	10/15/2018	25.5
Delta	00011000000	585283	9/30/2018	52
Delta	00011000000	585283	9/30/2018	23
Delta	00011000000	585283	9/15/2018	69
Delta	00011000000	585283	9/15/2018	17
Delta	00011000000	585283	8/31/2018	74
Delta	00011000000	585283	8/31/2018	29
Delta	00011000000	585283	8/31/2018	4
Delta	00011000000	585283	8/15/2018	38.5
Delta	00011000000	585283	8/15/2018	12
Delta	00011000000	586791	12/31/2018	7.5
Delta	00011000000	586791	11/30/2018	16
Delta	00011000000	586791	11/15/2018	8
