Task Order	JobNo	Emp No.	Trans Date	Hours
Bravo	00011000000	589525	4/30/2018	9.5
Bravo	00011000000	589525	5/15/2018	8.5
Bravo	00011000000	589525	5/15/2018	8.5
Bravo	00011000000	589525	5/31/2018	6
Bravo	00011000000	589525	5/31/2018	12
Bravo	00011000000	589525	6/15/2018	6
Bravo	00011000000	589525	6/15/2018	8
Bravo	00011000000	589525	6/30/2018	2
Bravo	00011000000	589525	6/30/2018	17.5
Bravo	00011000000	589525	7/15/2018	3
Bravo	00011000000	589525	7/15/2018	6
Bravo	00011000000	589525	7/31/2018	2.5
Bravo	00011000000	589525	7/31/2018	10.5
Bravo	00011000000	589525	7/31/2018	11.5
Bravo	00011000000	589525	8/15/2018	10.75
Bravo	00011000000	589525	8/15/2018	13.5
Bravo	00011000000	589525	8/31/2018	11.5
Bravo	00011000000	589525	8/31/2018	17
Bravo	00011000000	589525	9/15/2018	7
Bravo	00011000000	589525	9/15/2018	8.5
Bravo	00011000000	589525	9/30/2018	15
Bravo	00011000000	589525	10/15/2018	2
Bravo	00011000000	589525	10/15/2018	18.5
Bravo	00011000000	589525	10/31/2018	7
Bravo	00011000000	589525	10/31/2018	8.5
Bravo	00011000000	589525	11/15/2018	2
Bravo	00011000000	589525	11/15/2018	16
Bravo	00011000000	589525	11/30/2018	14
Bravo	00011000000	589525	12/15/2018	2
Bravo	00011000000	589525	12/15/2018	16
Bravo	00011000000	589525	12/31/2018	7
Bravo	00011000000	589679	4/30/2018	30
Bravo	00011000000	589679	1/15/2019	1.5
Bravo	00011000000	589679	5/31/2018	11
Bravo	00011000000	589679	6/15/2018	20
Bravo	00011000000	589679	6/30/2018	13.5
Bravo	00011000000	589679	7/15/2018	36
Bravo	00011000000	589679	7/31/2018	24
Bravo	00011000000	589679	8/15/2018	24
Bravo	00011000000	589679	8/31/2018	44
Bravo	00011000000	589679	9/15/2018	16
Bravo	00011000000	589679	9/30/2018	14.5
Bravo	00011000000	589679	11/15/2018	12
Bravo	00011000000	589679	11/30/2018	20
Bravo	00011000000	589679	12/15/2018	32
Bravo	00011000000	589679	5/15/2018	24
Bravo	00011000000	590191	4/30/2018	1
Bravo	00011000000	590191	3/15/2018	35
Bravo	00011000000	590191	2/28/2018	62
Bravo	00011000000	590191	2/15/2018	48
Bravo	00011000000	590191	1/31/2018	1
Bravo	00011000000	590191	1/15/2018	1
Bravo	00011000000	594822	7/31/2018	9
Bravo	00011000000	594822	8/15/2018	1
Bravo	00011000000	594822	8/15/2018	6
Bravo	00011000000	594822	8/15/2018	12.5
Bravo	00011000000	594822	8/31/2018	3
Bravo	00011000000	594822	8/31/2018	6
Bravo	00011000000	594822	8/31/2018	8.5
Bravo	00011000000	594822	9/15/2018	1
Bravo	00011000000	594822	9/15/2018	1
Bravo	00011000000	594822	9/15/2018	3
Bravo	00011000000	594822	9/15/2018	9.5
Bravo	00011000000	594822	9/30/2018	1
Bravo	00011000000	594822	9/30/2018	3
Bravo	00011000000	594822	9/30/2018	5
Bravo	00011000000	594822	9/30/2018	7
Bravo	00011000000	594822	10/15/2018	2
Bravo	00011000000	594822	10/15/2018	4
Bravo	00011000000	594822	10/15/2018	6
Bravo	00011000000	594822	10/15/2018	6.5
Bravo	00011000000	594822	10/31/2018	2
Bravo	00011000000	594822	10/31/2018	6
Bravo	00011000000	594822	10/31/2018	8.5
Bravo	00011000000	594822	11/15/2018	1
Bravo	00011000000	594822	11/15/2018	7
Bravo	00011000000	594822	11/15/2018	7
Bravo	00011000000	594822	11/30/2018	6
Bravo	00011000000	594822	11/30/2018	10.5
Bravo	00011000000	594822	12/15/2018	2
Bravo	00011000000	594822	12/15/2018	3
Bravo	00011000000	594822	12/15/2018	11
Bravo	00011000000	594822	12/31/2018	2
Bravo	00011000000	594822	12/31/2018	2
Bravo	00011000000	594822	12/31/2018	7
Bravo	00011000000	594822	1/15/2019	1.5
Bravo	00011000000	594822	3/31/2018	19.5
Bravo	00011000000	594822	4/15/2018	29
Bravo	00011000000	594822	4/30/2018	1
Bravo	00011000000	594822	4/30/2018	3
Bravo	00011000000	594822	5/15/2018	5.5
Bravo	00011000000	594822	5/15/2018	7.5
Bravo	00011000000	594822	5/31/2018	8
Bravo	00011000000	594822	5/31/2018	14
Bravo	00011000000	594822	6/15/2018	2
Bravo	00011000000	594822	6/15/2018	6
Bravo	00011000000	594822	6/15/2018	16
Bravo	00011000000	594822	6/30/2018	1
Bravo	00011000000	594822	7/31/2018	5.5
Bravo	00011000000	594822	7/31/2018	3
Bravo	00011000000	594822	7/15/2018	7.5
Bravo	00011000000	594822	7/15/2018	6
Bravo	00011000000	594822	6/30/2018	1.5
Bravo	00011000000	594822	6/30/2018	7
Bravo	00011000000	594822	7/15/2018	1
Bravo	00011000000	595900	8/31/2018	17
Bravo	00011000000	595900	8/31/2018	23
Bravo	00011000000	595900	9/15/2018	11
Bravo	00011000000	595900	9/15/2018	14
Bravo	00011000000	595900	9/30/2018	2.5
Bravo	00011000000	595900	9/30/2018	3
Bravo	00011000000	595900	10/15/2018	8
Bravo	00011000000	595900	10/15/2018	14
Bravo	00011000000	595900	10/31/2018	3
Bravo	00011000000	595900	10/31/2018	4
Bravo	00011000000	595900	10/31/2018	4
Bravo	00011000000	595900	11/15/2018	4
Bravo	00011000000	595900	11/15/2018	10
Bravo	00011000000	595900	11/30/2018	14
Bravo	00011000000	595900	11/30/2018	16
Bravo	00011000000	595900	12/15/2018	15
Bravo	00011000000	595900	12/15/2018	16
Bravo	00011000000	595900	12/31/2018	4
Bravo	00011000000	595900	12/31/2018	22
Bravo	00011000000	595900	1/15/2019	1.5
Bravo	00011000000	595900	3/15/2018	6.5
Bravo	00011000000	595900	3/15/2018	11
Bravo	00011000000	595900	3/31/2018	4
Bravo	00011000000	595900	3/31/2018	13.5
Bravo	00011000000	595900	4/30/2018	10
Bravo	00011000000	595900	5/15/2018	19
Bravo	00011000000	595900	5/31/2018	8
Bravo	00011000000	595900	5/31/2018	9
Bravo	00011000000	595900	6/15/2018	16
Bravo	00011000000	595900	6/15/2018	17
Bravo	00011000000	595900	6/30/2018	0.5
Bravo	00011000000	595900	7/15/2018	7
Bravo	00011000000	595900	7/31/2018	3
Bravo	00011000000	595900	7/31/2018	8
Bravo	00011000000	595900	7/31/2018	9
Bravo	00011000000	595900	8/15/2018	8
Bravo	00011000000	595900	8/15/2018	12
Bravo	00011000000	600099	9/30/2018	80
Bravo	00011000000	600099	9/15/2018	21
Bravo	00011000000	600099	12/15/2018	-8
Bravo	00011000000	600099	10/31/2018	80
Bravo	00011000000	600099	10/15/2018	8
Bravo	00011000000	600099	10/31/2018	-80
Bravo	00011000000	600194	1/15/2019	8
Bravo	00011000000	600194	12/31/2018	20
Bravo	00011000000	600194	11/30/2018	65.75
Bravo	00011000000	600194	12/15/2018	80
Bravo	00011000000	579382	8/31/2018	84
Bravo	00011000000	579382	11/30/2018	29
Bravo	00011000000	579382	8/31/2018	6
Bravo	00011000000	579382	8/15/2018	85.5
Bravo	00011000000	579382	7/31/2018	96.5
Bravo	00011000000	579382	7/15/2018	69.5
Bravo	00011000000	579382	6/30/2018	90
Bravo	00011000000	579382	6/15/2018	95.5
Bravo	00011000000	579382	12/31/2018	42
Bravo	00011000000	579382	12/31/2018	9.5
Bravo	00011000000	579382	1/15/2019	9
Bravo	00011000000	579382	12/15/2018	68.5
Bravo	00011000000	579382	12/15/2018	5
Bravo	00011000000	579382	11/30/2018	35.5
Bravo	00011000000	579382	9/30/2018	62
Bravo	00011000000	579382	9/15/2018	41
Bravo	00011000000	579382	9/15/2018	21.5
Bravo	00011000000	579382	10/15/2018	76
Bravo	00011000000	579382	10/31/2018	4
Bravo	00011000000	579382	10/31/2018	8
Bravo	00011000000	579382	10/31/2018	86.5
Bravo	00011000000	579382	10/15/2018	4
Bravo	00011000000	579382	11/15/2018	12.5
Bravo	00011000000	579382	11/15/2018	75.5
Bravo	00011000000	579382	8/31/2018	6
Bravo	00011000000	584060	5/15/2018	6.5
Bravo	00011000000	584060	4/30/2018	21
Bravo	00011000000	584060	4/15/2018	24
Bravo	00011000000	584060	3/31/2018	22
Bravo	00011000000	584060	3/31/2018	10
Bravo	00011000000	584060	3/31/2018	6
Bravo	00011000000	584060	3/31/2018	0.5
Bravo	00011000000	584060	3/15/2018	1.5
Bravo	00011000000	584060	2/28/2018	19
Bravo	00011000000	584060	2/28/2018	5
Bravo	00011000000	584060	2/15/2018	48
Bravo	00011000000	584060	1/31/2018	64.5
Bravo	00011000000	584060	1/15/2018	41
Bravo	00011000000	584060	1/15/2018	7
Bravo	00011000000	584060	3/15/2018	48.5
Bravo	00011000000	703	1/31/2018	1.5
Bravo	00011000000	703	2/15/2018	2.5
Bravo	00011000000	703	2/28/2018	1.5
Bravo	00011000000	21659	6/15/2018	3.75
Bravo	00011000000	21659	5/31/2018	1.5
Bravo	00011000000	21659	6/30/2018	0.25
Bravo	00011000000	581684	1/15/2018	20
Bravo	00011000000	581684	1/31/2018	31.5
Bravo	00011000000	586791	4/30/2018	5.5
Bravo	00011000000	586791	3/31/2018	24.5
Bravo	00011000000	586791	3/15/2018	5.5
Bravo	00011000000	586791	4/15/2018	6.5
Bravo	00011000000	588509	6/30/2018	27.25
Bravo	00011000000	588509	7/15/2018	15.75
Bravo	00011000000	588509	7/15/2018	40.5
Bravo	00011000000	588509	7/31/2018	31.25
Bravo	00011000000	588509	7/31/2018	31.75
Bravo	00011000000	588509	8/15/2018	6
Bravo	00011000000	588509	8/15/2018	13.5
Bravo	00011000000	588509	8/31/2018	72.5
Bravo	00011000000	588509	9/15/2018	54.75
Bravo	00011000000	588509	9/30/2018	1
Bravo	00011000000	588509	9/30/2018	12.5
Bravo	00011000000	588509	9/30/2018	14.5
Bravo	00011000000	588509	10/15/2018	27
Bravo	00011000000	588509	10/31/2018	0.5
Bravo	00011000000	588509	10/31/2018	2
Bravo	00011000000	588509	10/31/2018	7
Bravo	00011000000	588509	6/15/2018	56.75
Bravo	00011000000	588509	5/31/2018	43
Bravo	00011000000	588509	5/15/2018	25.75
Bravo	00011000000	588509	5/15/2018	2.75
Bravo	00011000000	588509	5/15/2018	1
Bravo	00011000000	588509	3/31/2018	23.75
Bravo	00011000000	588509	3/15/2018	14
Bravo	00011000000	588509	3/15/2018	6.25
Bravo	00011000000	588509	2/28/2018	2.5
Bravo	00011000000	588509	2/28/2018	43.5
Bravo	00011000000	26252	6/15/2018	65
Bravo	00011000000	26252	9/30/2018	1.25
Bravo	00011000000	26252	5/15/2018	58.25
Bravo	00011000000	26252	4/30/2018	16.5
Bravo	00011000000	26252	4/15/2018	34
Bravo	00011000000	26252	3/31/2018	53
Bravo	00011000000	26252	3/15/2018	57
Bravo	00011000000	26252	3/15/2018	12
Bravo	00011000000	26252	12/31/2018	30.25
Bravo	00011000000	26252	12/15/2018	58.5
Bravo	00011000000	26252	11/30/2018	22.25
Bravo	00011000000	26252	11/30/2018	0.75
Bravo	00011000000	26252	11/15/2018	42.75
Bravo	00011000000	26252	11/15/2018	38.5
Bravo	00011000000	26252	10/15/2018	26.5
Bravo	00011000000	26252	9/30/2018	39.25
Bravo	00011000000	26252	6/30/2018	57
Bravo	00011000000	26252	7/15/2018	22
Bravo	00011000000	26252	7/31/2018	1.5
Bravo	00011000000	26252	7/31/2018	6.25
Bravo	00011000000	26252	7/31/2018	54.75
Bravo	00011000000	26252	8/15/2018	0.5
Bravo	00011000000	26252	8/15/2018	32.5
Bravo	00011000000	26252	8/31/2018	54.5
Bravo	00011000000	26252	9/15/2018	25.75
Bravo	00011000000	26252	5/31/2018	62.5
Bravo	00011000000	505564	8/31/2018	6
Bravo	00011000000	505564	9/15/2018	4
Bravo	00011000000	505564	8/31/2018	1.5
Bravo	00011000000	505564	7/31/2018	11
Bravo	00011000000	505564	7/31/2018	5
Bravo	00011000000	505564	7/15/2018	3
Bravo	00011000000	505564	7/15/2018	1
Bravo	00011000000	505564	6/30/2018	1.75
Bravo	00011000000	505564	6/15/2018	4
Bravo	00011000000	505564	2/15/2018	5
Bravo	00011000000	505564	1/31/2018	7.25
Bravo	00011000000	505564	12/15/2018	1.75
Bravo	00011000000	505564	11/30/2018	8.25
Bravo	00011000000	505564	11/30/2018	6.5
Bravo	00011000000	505564	11/15/2018	8.5
Bravo	00011000000	505564	11/15/2018	2
Bravo	00011000000	505564	9/30/2018	2
Bravo	00011000000	539227	2/15/2018	1
Bravo	00011000000	539227	1/31/2018	7.5
Bravo	00011000000	539227	1/31/2018	3.5
Bravo	00011000000	539227	2/28/2018	2
Bravo	00011000000	540202	7/15/2018	1
Bravo	00011000000	540202	7/31/2018	18.5
Bravo	00011000000	545412	9/30/2018	5
Bravo	00011000000	545412	4/30/2018	1.25
Bravo	00011000000	545412	4/30/2018	1.75
Bravo	00011000000	545412	9/30/2018	0.5
Bravo	00011000000	545412	9/15/2018	3.25
Bravo	00011000000	545412	8/31/2018	4.5
Bravo	00011000000	545412	7/31/2018	20.5
Bravo	00011000000	545412	4/30/2018	2
Bravo	00011000000	545412	7/31/2018	2
Bravo	00011000000	545412	7/31/2018	9
Bravo	00011000000	552721	12/31/2018	18.25
Bravo	00011000000	552721	1/15/2019	0.75
Bravo	00011000000	552721	9/15/2018	4.5
Bravo	00011000000	552721	9/30/2018	28
Bravo	00011000000	552721	10/15/2018	21
Bravo	00011000000	552721	10/31/2018	32.5
Bravo	00011000000	552721	11/15/2018	13.75
Bravo	00011000000	552721	11/30/2018	23
Bravo	00011000000	552721	12/15/2018	23
Bravo	00011000000	554288	11/30/2018	4
Bravo	00011000000	554288	12/15/2018	7
Bravo	00011000000	554288	6/15/2018	13
Bravo	00011000000	554288	6/30/2018	17
Bravo	00011000000	554288	12/31/2018	5
Bravo	00011000000	554288	12/15/2018	-4
Bravo	00011000000	554288	12/15/2018	8
Bravo	00011000000	554288	12/15/2018	-8
Bravo	00011000000	554288	11/30/2018	8
Bravo	00011000000	554288	12/15/2018	4
Bravo	00011000000	560435	2/28/2018	30
Bravo	00011000000	560435	2/15/2018	8
Bravo	00011000000	560435	1/31/2018	56
Bravo	00011000000	581524	3/31/2018	8
Bravo	00011000000	581524	4/15/2018	1
Bravo	00011000000	581524	4/15/2018	1
Bravo	00011000000	581524	4/15/2018	6
Bravo	00011000000	581524	4/30/2018	1
Bravo	00011000000	581524	4/30/2018	9
Bravo	00011000000	581524	4/30/2018	14
Bravo	00011000000	581524	9/15/2018	4.5
Bravo	00011000000	581524	3/31/2018	6.5
Bravo	00011000000	581524	9/30/2018	5
Bravo	00011000000	582850	6/30/2018	3
Bravo	00011000000	582850	6/15/2018	4
Bravo	00011000000	582850	5/31/2018	3
Bravo	00011000000	584611	7/31/2018	6.5
Bravo	00011000000	584611	4/30/2018	2
Bravo	00011000000	584611	4/30/2018	1.5
Bravo	00011000000	584611	10/31/2018	3
Bravo	00011000000	584611	8/15/2018	1
Bravo	00011000000	589738	10/31/2018	3
Bravo	00011000000	589738	10/31/2018	3
Bravo	00011000000	589738	10/15/2018	18.5
Bravo	00011000000	589738	10/15/2018	16
Bravo	00011000000	589738	10/15/2018	3.5
Bravo	00011000000	589738	7/31/2018	47.5
Bravo	00011000000	589738	7/31/2018	6.5
Bravo	00011000000	589738	9/15/2018	5
Bravo	00011000000	591974	1/31/2018	42
Bravo	00011000000	591974	3/15/2018	34.5
Bravo	00011000000	591974	3/31/2018	51.5
Bravo	00011000000	591974	4/15/2018	48
Bravo	00011000000	591974	5/15/2018	4.5
Bravo	00011000000	591974	2/28/2018	41
Bravo	00011000000	591974	2/15/2018	50
Bravo	00011000000	591974	1/15/2018	40.5
Bravo	00011000000	591974	9/15/2018	4
Bravo	00011000000	591974	5/31/2018	4
Bravo	00011000000	591974	6/15/2018	1
Bravo	00011000000	591974	6/30/2018	7
Bravo	00011000000	591974	7/15/2018	2
Bravo	00011000000	591974	7/31/2018	6
Bravo	00011000000	591974	8/15/2018	4
Bravo	00011000000	591974	8/31/2018	4
Bravo	00011000000	596696	7/31/2018	11
Bravo	00011000000	596696	7/31/2018	29
Bravo	00011000000	596696	8/31/2018	2
Bravo	00011000000	596696	8/15/2018	1
Bravo	00011000000	596696	12/15/2018	4
Bravo	00011000000	596696	8/31/2018	5
Bravo	00011000000	596696	9/15/2018	8
Bravo	00011000000	596696	11/30/2018	5
Bravo	00011000000	601549	11/30/2018	12
Bravo	00011000000	590777	1/31/2018	64
Bravo	00011000000	590777	3/31/2018	-64
Bravo	00011000000	524759	10/31/2018	7
Bravo	00011000000	524759	10/31/2018	-7
Bravo	00011000000	524759	11/15/2018	1
Bravo	00011000000	524759	11/30/2018	15
Bravo	00011000000	524759	12/15/2018	1
Bravo	00011000000	524759	12/15/2018	7.5
Bravo	00011000000	524759	12/31/2018	3
Bravo	00011000000	524759	6/15/2018	10
Bravo	00011000000	524759	6/30/2018	4
Bravo	00011000000	524759	7/15/2018	1
Bravo	00011000000	524759	7/31/2018	13
Bravo	00011000000	524759	8/15/2018	5
Bravo	00011000000	524759	8/31/2018	2
Bravo	00011000000	524759	9/30/2018	7
Bravo	00011000000	524759	8/31/2018	3
Bravo	00011000000	524759	9/15/2018	14
Bravo	00011004100	572059	9/15/2018	6
Bravo	00011004100	527081	8/31/2018	0.75
Bravo	00011004100	527081	9/30/2018	5.5
Bravo	00011004100	575139	1/15/2019	4
Bravo	00011004100	575139	12/31/2018	64
Bravo	00011004100	575139	10/31/2018	28
Bravo	00011004100	575139	11/15/2018	38
Bravo	00011004100	575139	11/30/2018	2
Bravo	00011004100	575139	11/30/2018	38
Bravo	00011004100	575139	12/15/2018	6
Bravo	00011004100	575139	12/15/2018	54
Bravo	00011004100	575139	12/31/2018	6
Bravo	00011004100	575139	12/31/2018	-54
Bravo	00011004100	575139	12/31/2018	54
Bravo	00011004100	575139	12/31/2018	-6
Bravo	00011004100	575139	12/31/2018	8
Bravo	00011004100	529319	9/15/2018	8.5
Bravo	00011004100	529319	10/15/2018	2
Bravo	00011004100	529319	10/31/2018	1.5
Bravo	00011004100	529319	9/30/2018	11.5
Bravo	00011004100	587290	8/31/2018	1
Bravo	00011004100	587290	1/15/2019	0.5
Bravo	00011004100	587290	11/30/2018	2.25
Bravo	00011004100	587290	9/30/2018	3
Bravo	00011004100	587290	9/15/2018	7.5
Bravo	00011004100	546073	10/31/2018	1
Bravo	00011004100	546073	11/15/2018	1
Bravo	00011004100	528649	11/30/2018	15.75
Bravo	00011004100	528649	12/15/2018	18.5
Bravo	00011004100	528649	12/31/2018	6
Bravo	00011004100	528649	1/15/2019	1.75
Bravo	00011004100	528649	9/15/2018	9.5
Bravo	00011004100	528649	8/31/2018	7.25
Bravo	00011004100	528649	11/15/2018	21.25
Bravo	00011004100	528649	9/30/2018	1
Bravo	00011004100	528649	9/30/2018	16
Bravo	00011004100	528649	10/15/2018	0.5
Bravo	00011004100	528649	10/15/2018	23.25
Bravo	00011004100	528649	10/31/2018	1
Bravo	00011004100	528649	10/31/2018	19.75
Bravo	00011004100	519033	11/30/2018	4
Bravo	00011004100	523042	12/31/2018	45.5
Bravo	00011004100	523042	12/31/2018	16
Bravo	00011004100	523042	12/15/2018	40
Bravo	00011004100	523042	1/15/2019	2
Bravo	00011004100	523042	1/15/2019	6
Bravo	00011004100	523042	8/31/2018	40
Bravo	00011004100	523042	9/15/2018	27
Bravo	00011004100	523042	11/30/2018	40
Bravo	00011004100	523042	11/30/2018	25
Bravo	00011004100	523042	11/15/2018	47.5
Bravo	00011004100	523042	11/15/2018	24.5
Bravo	00011004100	523042	10/31/2018	61.5
Bravo	00011004100	523042	10/31/2018	36
Bravo	00011004100	523042	10/15/2018	30.5
Bravo	00011004100	523042	10/15/2018	28.5
Bravo	00011004100	523042	9/15/2018	47
Bravo	00011004100	523042	9/30/2018	19.5
Bravo	00011004100	523042	9/30/2018	59.25
Bravo	00011004100	565937	12/15/2018	0.5
Bravo	00011004100	565937	12/15/2018	1.75
Bravo	00011004100	565937	12/31/2018	0.25
Bravo	00011004100	565937	12/31/2018	0.25
Bravo	00011004100	565937	12/31/2018	1
Bravo	00011004100	565937	1/15/2019	1
Bravo	00011004100	565937	11/15/2018	1.5
Bravo	00011004100	565937	11/15/2018	3
Bravo	00011004100	565937	11/15/2018	9
Bravo	00011004100	565937	11/30/2018	1
Bravo	00011004100	565937	11/30/2018	1.5
Bravo	00011004100	565937	11/30/2018	1.5
Bravo	00011004100	565937	12/15/2018	0.25
Bravo	00011004100	589525	12/31/2018	0.5
Bravo	00011004100	589525	12/31/2018	0.5
Bravo	00011004100	589525	12/15/2018	2.5
Bravo	00011004100	589525	12/15/2018	2.5
Bravo	00011004100	589525	11/30/2018	1.5
Bravo	00011004100	589525	11/15/2018	3.5
Bravo	00011004100	589525	9/15/2018	3
Bravo	00011004100	589525	10/15/2018	1.5
Bravo	00011004100	589525	9/30/2018	5
Bravo	00011004100	589525	10/15/2018	6
Bravo	00011004100	589679	10/31/2018	5
Bravo	00011004100	589679	11/15/2018	5
Bravo	00011004100	589679	12/15/2018	4
Bravo	00011004100	589679	9/30/2018	8
Bravo	00011004100	594822	12/15/2018	0.5
Bravo	00011004100	594822	12/15/2018	8
Bravo	00011004100	594822	11/30/2018	9.5
Bravo	00011004100	594822	11/30/2018	1.5
Bravo	00011004100	594822	11/15/2018	3
Bravo	00011004100	594822	11/15/2018	1
Bravo	00011004100	594822	11/15/2018	1
Bravo	00011004100	594822	10/31/2018	5.5
Bravo	00011004100	594822	10/31/2018	2.5
Bravo	00011004100	594822	12/31/2018	1
Bravo	00011004100	594822	12/31/2018	2
Bravo	00011004100	594822	1/15/2019	1
Bravo	00011004100	594822	9/30/2018	3
Bravo	00011004100	594822	9/30/2018	7
Bravo	00011004100	594822	10/15/2018	1
Bravo	00011004100	594822	10/15/2018	2
Bravo	00011004100	594822	10/15/2018	2
Bravo	00011004100	594822	10/31/2018	2
Bravo	00011004100	595900	9/30/2018	5
Bravo	00011004100	595900	11/15/2018	1
Bravo	00011004100	595900	10/31/2018	2
Bravo	00011004100	595900	9/15/2018	4
Bravo	00011004100	595900	12/31/2018	2
Bravo	00011004100	595900	10/15/2018	3
Bravo	00011004100	26252	11/30/2018	14
Bravo	00011004100	26252	11/15/2018	0.5
Bravo	00011004100	26252	9/15/2018	4
Bravo	00011007100	600867	12/31/2018	11
Bravo	00011007100	600867	1/15/2019	4
Bravo	00011007100	600867	10/31/2018	19
Bravo	00011007100	600867	12/31/2018	-8
Bravo	00011007100	600867	12/31/2018	-31.5
Bravo	00011007100	600867	12/31/2018	31.5
Bravo	00011007100	600867	10/31/2018	41.5
Bravo	00011007100	600867	12/15/2018	31.5
Bravo	00011007100	600867	12/15/2018	8
Bravo	00011007100	600867	11/30/2018	29
Bravo	00011007100	600867	11/30/2018	3
Bravo	00011007100	600867	11/15/2018	24.5
Bravo	00011007100	600867	11/15/2018	23.5
Bravo	00011007100	600867	12/31/2018	8
Bravo	00011007100	600868	11/15/2018	4
Bravo	00011007100	600868	11/30/2018	11
Bravo	00011007100	600868	12/31/2018	4
Bravo	00011007100	600868	12/15/2018	10
Bravo	00011007100	600868	1/15/2019	0.5
Bravo	00011007100	510911	10/15/2018	4
Bravo	00011007100	510911	12/31/2018	3.5
Bravo	00011007100	510911	11/15/2018	13
Bravo	00011007100	510911	10/31/2018	9
Bravo	00011007100	510911	12/15/2018	13
Bravo	00011007100	580230	10/31/2018	6
Bravo	00011007100	580230	10/31/2018	-6
Bravo	00011007100	580230	10/31/2018	6.5
Bravo	00011007100	580230	10/15/2018	19.5
Bravo	00011007100	580230	10/15/2018	15.5
Bravo	00011007100	580230	10/15/2018	6.5
Bravo	00011007100	580230	10/15/2018	6
Bravo	00011007100	580230	1/15/2019	7.5
Bravo	00011007100	580230	12/31/2018	22.5
Bravo	00011007100	580230	12/31/2018	9.25
Bravo	00011007100	580230	12/31/2018	1
Bravo	00011007100	580230	12/15/2018	55.5
Bravo	00011007100	580230	12/15/2018	12.5
Bravo	00011007100	580230	11/30/2018	36
Bravo	00011007100	580230	11/30/2018	20
Bravo	00011007100	580230	11/30/2018	2
Bravo	00011007100	580230	11/15/2018	48
Bravo	00011007100	580230	11/15/2018	11
Bravo	00011007100	580230	11/15/2018	2
Bravo	00011007100	580230	10/31/2018	17.5
Bravo	00011007100	580230	10/31/2018	7.5
Bravo	00011007100	580230	10/31/2018	1.5
Bravo	00011007100	580230	10/31/2018	-6.5
Bravo	00011007100	597719	10/15/2018	12
Bravo	00011007100	597719	11/30/2018	-12
Bravo	00011007100	514390	10/15/2018	11.5
Bravo	00011007100	514390	10/31/2018	2
Bravo	00011007100	514390	10/31/2018	12.5
Bravo	00011007100	514390	11/15/2018	9
Bravo	00011007100	514390	11/30/2018	5
Bravo	00011007100	514390	12/15/2018	13
Bravo	00011007100	514390	12/31/2018	5
Bravo	00011007100	514390	1/15/2019	2
Bravo	00011007100	519033	12/15/2018	1
Bravo	00011007100	519033	10/15/2018	3
Bravo	00011007100	519033	10/31/2018	0.5
Bravo	00011007100	519033	11/15/2018	0.5
Bravo	00011007100	519033	11/30/2018	0.25
Bravo	00011007100	565937	11/15/2018	1.25
Bravo	00011007100	565937	11/15/2018	2
Bravo	00011007100	565937	11/15/2018	6
Bravo	00011007100	565937	12/31/2018	5
Bravo	00011007100	565937	12/31/2018	1.25
Bravo	00011007100	565937	12/15/2018	8.75
Bravo	00011007100	565937	12/15/2018	3.75
Bravo	00011007100	565937	11/30/2018	1
Bravo	00011007100	565937	11/30/2018	1
Bravo	00011007100	565937	10/15/2018	1.25
Bravo	00011007100	565937	10/15/2018	9.75
Bravo	00011007100	565937	10/31/2018	1.25
Bravo	00011007100	565937	11/30/2018	1
Bravo	00011007100	565937	10/31/2018	6.25
Bravo	00011007100	565937	10/31/2018	5
Bravo	00011007100	577147	10/15/2018	3
Bravo	00011007100	577147	10/15/2018	2.5
Bravo	00011007100	577147	10/15/2018	4.5
Bravo	00011007100	577147	12/31/2018	1.5
Bravo	00011007100	577147	12/15/2018	1
Bravo	00011007100	577147	11/30/2018	0.75
Bravo	00011007100	577147	11/15/2018	0.75
Bravo	00011007100	577147	10/31/2018	0.5
Bravo	00011007100	577147	10/31/2018	1.5
Bravo	00011007100	581658	12/15/2018	29
Bravo	00011007100	581658	11/30/2018	49.5
Bravo	00011007100	581658	11/30/2018	27.5
Bravo	00011007100	581658	11/15/2018	59
Bravo	00011007100	581658	11/15/2018	31
Bravo	00011007100	581658	10/31/2018	80.5
Bravo	00011007100	581658	12/15/2018	58
Bravo	00011007100	581658	10/15/2018	30.5
Bravo	00011007100	581658	10/15/2018	16.25
Bravo	00011007100	581658	1/15/2019	7
Bravo	00011007100	581658	1/15/2019	2
Bravo	00011007100	581658	12/31/2018	38.25
Bravo	00011007100	581658	12/31/2018	29
Bravo	00011007100	581658	10/31/2018	29
Bravo	00011007100	589525	12/15/2018	10.5
Bravo	00011007100	589525	12/31/2018	7
Bravo	00011007100	589525	1/15/2019	2
Bravo	00011007100	589525	10/15/2018	3
Bravo	00011007100	589525	10/31/2018	4
Bravo	00011007100	589525	10/31/2018	7.5
Bravo	00011007100	589525	11/15/2018	1.5
Bravo	00011007100	589525	11/15/2018	10.5
Bravo	00011007100	589525	11/30/2018	12
Bravo	00011007100	589525	12/15/2018	2.5
Bravo	00011007100	589679	10/31/2018	26
Bravo	00011007100	589679	11/15/2018	20
Bravo	00011007100	589679	11/30/2018	4
Bravo	00011007100	589679	12/15/2018	16
Bravo	00011007100	589679	12/31/2018	8
Bravo	00011007100	589679	1/15/2019	0.5
Bravo	00011007100	594822	12/15/2018	3.5
Bravo	00011007100	594822	12/15/2018	10
Bravo	00011007100	594822	12/31/2018	1
Bravo	00011007100	594822	12/31/2018	1
